"parameter_names","parameter_values"
sd_temp,0.07921469331299952
sd_ocean_heat,1.4828576454061289
sd_glaciers,0.0005819557055567321
sd_greenland,0.0004588447560836842
sd_antarctic,0.00025634441464347346
sd_gmsl,0.001976211751694864
rho_temperature,0.6909342963591086
rho_ocean_heat,0.4641049698969195
rho_glaciers,-0.17908129655384514
rho_greenland,0.9834983541963689
rho_antarctic,0.916240353074829
rho_gmsl,0.8031755086835122
temperature_0,0.02551973594981163
ocean_heat_0,-22.297451189400046
thermal_s0,-0.029281707448598523
greenland_v0,7.3636539364299916
glaciers_sl0,-0.053346044854471336
antarctic_s0,0.02461500215671666
heat_diffusivity,1.505130192478263
rf_scale_aerosol,0.6944039206383975
climate_sensitivity,2.082363868657295
thermal_alpha,0.16501398231445863
greenland_a,-0.31421380912484226
greenland_b,6.829770506957605
greenland_alpha,0.00018636323170895968
greenland_beta,0.0006969105380499718
glaciers_a,0.4086377908616281
glaciers_b,0.5174285335408273
glaciers_T_lia,-0.35144669214086155
glaciers_f,0.4783561204565631
glaciers_tau_fast,35.41751526326462
glaciers_tau_slow,557.7261401998386
anto_alpha,0.10631345906670758
anto_beta,1.2168642460653534
antarctic_gamma,4.22675481947628
antarctic_alpha,0.054673545874633654
antarctic_mu,10.76397261807218
antarctic_nu,0.011772262194267762
antarctic_precip0,-1.0848769843501511
antarctic_kappa,0.03745584289722871
antarctic_flow0,0.810723154048975
antarctic_runoff_height0,1663.7985242354653
antarctic_c,95.96433772123099
antarctic_bed_height0,811.1311685213731
antarctic_slope,0.0006656214717596622
antarctic_lambda,0.007249995062291315
antarctic_temp_threshold,-16.161481236937583
