"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38"
9.85010857272419e-10,-2.1352866016033632e-11,-5.294042757228139e-12,-2.7127264881237533e-11,9.702728572173925e-8,3.7763591740176585e-10,8.890326280015555e-9,1.2548488759837979e-9,-1.0974156558212569e-9,1.4669911795581004e-10,3.837639712424252e-9,8.11389613380282e-10,-1.3293763685178751e-9,2.6166029257938837e-8,4.96876012523531e-9,-2.0999846875911493e-11,9.66288188021919e-12,4.262754867935877e-9,3.5426574538606094e-9,3.031761698816648e-9,1.0925448825276103e-8,1.6565465722676428e-6,-1.6335701883863176e-5,-3.1608012693447937e-9,-5.989951009991852e-9,2.4000333610710023e-7,-7.688022602747306e-10,3.9247492503060483e-7,2.5833770446928296e-10,6.372560263632764e-8,3.205395833216092e-9,3.916494918048404e-9,1.5655311888330048e-5,2.926257974175877e-7,1.7402227238401335e-6,1.5983345795200759e-12,-6.866020539602286e-10,-3.7806994428613634e-8
-2.1352866016033632e-11,3.0343892790189823e-10,-5.3836568240468556e-12,-9.809274972458311e-11,-6.445523046068572e-9,-8.515176481715838e-10,3.2827094238116065e-9,1.2920330041239398e-9,-1.9563952559808915e-9,2.4194804306454855e-9,-1.1183678576022817e-9,1.606520828911922e-10,-6.245652482536786e-10,-3.004550203657159e-8,-1.2803500250757536e-8,2.1530708501468185e-11,-3.5910037181842387e-13,1.0156148344494113e-9,-2.9245099196819477e-9,4.671831835392679e-9,-5.130602895509368e-10,4.85092171404185e-7,-1.5059311657678357e-6,6.974106985674317e-10,9.255440820000533e-9,4.464182647623575e-8,2.452238327315666e-9,4.031681960263922e-8,3.375671690146782e-11,5.448847056353085e-9,4.0012581541197003e-10,-3.6148618109732806e-9,1.0275555173588304e-5,4.361234171541026e-7,8.020874008170318e-7,3.7084438087573144e-13,8.657821379474735e-11,1.088466447062183e-9
-5.294042757228139e-12,-5.3836568240468556e-12,3.47227791745506e-10,-2.2685773867583402e-10,-9.514274672169192e-9,5.345245513361727e-10,-2.278546998044605e-8,7.935719093565878e-10,-4.949904689660326e-11,1.8144991414117946e-10,2.1175660920445476e-9,6.811374305496636e-10,-6.292214742392623e-10,6.142896832047421e-9,8.922068642631854e-9,-6.248629862982889e-12,-9.89844701811459e-13,2.6212873403585757e-10,-3.2527196946479204e-9,4.768055159807669e-8,2.1789895555194764e-9,-8.320177931227396e-7,-1.1040246317107742e-5,-8.598095363323248e-8,4.714722237775981e-8,1.1295486594271686e-8,-7.625921315305246e-9,-9.720717065562577e-9,1.3267885279522503e-10,9.140240149649344e-8,3.7254444573344695e-9,1.1959495460914663e-8,-5.3027214356187415e-6,5.0996457492717417e-8,-3.18772799710165e-8,3.0650227385573026e-12,4.56456252183888e-10,-2.26048044488495e-8
-2.7127264881237533e-11,-9.809274972458311e-11,-2.2685773867583402e-10,2.9469775784734802e-8,-5.338999605731043e-7,-1.653944253138439e-9,-4.0786247512712406e-8,-2.3044630537260703e-7,-2.9940507142998425e-9,1.8079138048639577e-8,-1.6619438036428848e-8,-1.5578241055088293e-9,-1.7292586705075184e-8,2.3248251859595068e-7,4.8562708957506845e-8,-1.1116815129719046e-10,-3.776954241562515e-11,-2.602114551440233e-8,-1.9384834327489326e-8,-1.626492338271148e-7,-1.3670063687989976e-7,1.1758011918302582e-5,7.998663891752997e-5,3.286722353051192e-7,-1.4560443152174057e-7,6.477992237407782e-7,5.7048762531102245e-8,-2.395924176723882e-8,6.894480751044448e-10,-1.8214724376846853e-7,-5.7255880026812345e-9,-2.6258333259472122e-8,9.321123490111315e-5,5.694631755019891e-6,1.5782413552915033e-5,-7.384576955668839e-12,1.5604609325299083e-9,1.301535474332407e-7
9.702728572173925e-8,-6.445523046068572e-9,-9.514274672169192e-9,-5.338999605731043e-7,0.008967286490081603,8.865151574345132e-8,-5.4478394288920596e-6,-7.166272168304368e-6,6.528549535733091e-7,1.0848880530742462e-5,3.9634382263181803e-7,-1.0884303602530988e-6,9.579751752504675e-7,3.5575548539641584e-5,-6.983247812773716e-5,7.624738954624265e-9,-3.861054451339079e-8,2.4075343507378977e-5,1.8961595199911523e-5,1.359933554428431e-5,4.1745633837160046e-5,-0.004318859214285009,0.007274585337416632,-2.0884473031000558e-5,1.0535783362879747e-5,-0.00048111729200459567,2.8331846439315157e-6,-0.00022628976092815722,-9.538001562155325e-9,-3.3266221385343485e-5,-3.2826598768149847e-6,1.4902384841655922e-5,0.08173907760166402,0.004502439817042773,0.006251527520904395,4.223555211050696e-9,1.4379737761930428e-6,-0.0001584060508038025
3.7763591740176585e-10,-8.515176481715838e-10,5.345245513361727e-10,-1.653944253138439e-9,8.865151574345132e-8,4.0882123742289435e-7,-1.4207530596154368e-7,-3.454552736504835e-8,-4.6327517983442936e-8,-2.5372984333878653e-8,-6.439109619008537e-8,1.4185592708747054e-8,3.7871128498588616e-8,-7.337399368853393e-7,1.0366855561692512e-7,6.19864102464303e-10,-3.568740146520747e-10,-7.546658919597592e-8,8.475011834608286e-8,-4.454907746396347e-8,-1.1645184839945749e-7,-3.280267260929121e-5,0.00011601893086486583,-2.670166929197198e-7,-1.8450459289717362e-7,-1.798378054710186e-6,-1.248904601810304e-7,-1.098462417235466e-6,-4.575640996336936e-10,-1.0969826676921965e-6,-5.039129091489961e-8,-6.724352405056342e-8,-0.00022735530460364195,-1.0917180597612044e-5,-3.511099059379957e-5,-1.970876602841182e-11,8.523341610800141e-9,4.749956219281484e-7
8.890326280015555e-9,3.2827094238116065e-9,-2.278546998044605e-8,-4.0786247512712406e-8,-5.4478394288920596e-6,-1.4207530596154368e-7,8.924927378081213e-5,-1.5296180105351015e-6,-8.152022154297173e-7,1.486328128302274e-6,-1.0966849859288651e-7,-4.840754866375558e-7,2.3282843445551444e-8,-5.839788789107805e-6,1.2557059621005194e-6,8.363478076552318e-10,-3.459596590248954e-9,-1.6221865863448419e-6,9.88910010793283e-7,-6.8911713566609365e-6,4.416253000077298e-6,-0.00024942600559040457,0.005323473993065218,-1.5169159673213004e-7,-1.291396397701555e-6,-7.178741044627947e-5,-9.78050240353058e-7,-4.3356792515534666e-5,4.944354756998808e-8,-9.903235639768264e-6,-8.345284543794341e-7,1.8893869938216696e-6,-0.003007917918211576,-7.33862930090214e-5,-0.00026953760325647134,5.400823446113527e-10,2.3367503447109463e-7,2.0928672078147787e-5
1.2548488759837979e-9,1.2920330041239398e-9,7.935719093565878e-10,-2.3044630537260703e-7,-7.166272168304368e-6,-3.454552736504835e-8,-1.5296180105351015e-6,2.628362351439634e-5,1.5225011440290577e-7,-1.035565476827893e-6,9.719026857570663e-7,7.758841663246893e-8,-4.685599574955472e-7,-3.028710386215486e-6,6.693247447776849e-6,1.0981561426805305e-9,-2.464457105055345e-9,-5.922811918584488e-7,1.3565817886335983e-6,-3.4456415982927892e-6,-3.5754410534434144e-6,-0.0003208358334265414,0.0013830762414883465,1.871574954693724e-5,-1.3537908189012612e-5,-2.188490030227844e-5,1.3309813107453314e-6,-3.943586359863609e-5,2.424304724170641e-8,-1.0884890286415188e-5,-5.587632204332976e-7,-1.7189709532567856e-6,0.0015653505017406888,0.0001607616052842803,-0.0007022218039548296,-5.345268372053043e-10,-2.5500696871797603e-8,-3.1416991698202893e-6
-1.0974156558212569e-9,-1.9563952559808915e-9,-4.949904689660326e-11,-2.9940507142998425e-9,6.528549535733091e-7,-4.6327517983442936e-8,-8.152022154297173e-7,1.5225011440290577e-7,2.1790276095836602e-5,4.755320763511643e-7,8.624450611304328e-7,4.566988072706245e-8,-2.7250812368755195e-8,-9.09191839869834e-8,-6.647564613240908e-7,-1.3472280720692709e-9,-2.3902293482393255e-10,-1.1551748740689814e-6,1.4866894913758783e-6,-2.468004456786949e-6,1.1383305012152505e-6,0.00010705532719816079,-0.0010770681520377759,-3.6300806679694195e-7,-1.1384931476396332e-8,7.865972454124837e-6,6.660538857072947e-7,6.897812957230392e-6,8.932586088693712e-9,2.067902132124366e-6,9.145790864652697e-8,7.814974469183795e-8,-0.0006098902943445671,-8.707669550970555e-5,-0.0002595164407078564,-2.1213093343710724e-10,1.095944939689608e-7,-8.151392892548713e-7
1.4669911795581004e-10,2.4194804306454855e-9,1.8144991414117946e-10,1.8079138048639577e-8,1.0848880530742462e-5,-2.5372984333878653e-8,1.486328128302274e-6,-1.035565476827893e-6,4.755320763511643e-7,0.0003384353191475018,8.44614071849875e-7,-1.2627829561793484e-6,2.0462675054319062e-7,9.192605763454947e-6,0.00030989141461670817,-2.9069499242125437e-9,-1.3097852096291763e-8,-2.9981813419152978e-6,2.546145387059826e-6,-1.288259935011786e-7,6.245690414894512e-6,-0.0004346366022999093,-0.0038297726342642084,7.841989881836279e-7,6.611192466952451e-6,6.325227607729786e-5,3.3071219719196235e-6,2.3669538048271986e-5,-8.847079506555374e-8,-1.3467470203198797e-7,-5.617966607016916e-7,4.8108371061846035e-6,0.004288269406885256,0.00020727232717275744,0.0012465614238646476,7.498008032950411e-10,2.114530958790851e-7,-8.199401427300557e-6
3.837639712424252e-9,-1.1183678576022817e-9,2.1175660920445476e-9,-1.6619438036428848e-8,3.9634382263181803e-7,-6.439109619008537e-8,-1.0966849859288651e-7,9.719026857570663e-7,8.624450611304328e-7,8.44614071849875e-7,4.3912557597935065e-5,6.223553256050427e-7,-5.896012831669535e-8,3.218819351945541e-6,-2.3209390777694027e-6,-6.629551301301602e-11,1.6909658956220122e-10,1.7426019945416438e-5,3.124436384452604e-5,-8.969154772830313e-5,1.9392865568285778e-5,0.0012209698628382064,-0.027941635744824597,-1.078426257872158e-5,7.235429960396829e-6,1.6275770336862823e-5,-2.1009350530687952e-6,-3.192968284146728e-5,-2.3844330874039846e-8,8.926380239975657e-6,4.17960826323898e-7,8.188823113493745e-8,0.0012308194720981513,5.960903188043154e-5,0.00013240020223809782,3.2780842967865027e-10,-1.7757660148237377e-8,-1.0623738725710644e-7
8.11389613380282e-10,1.606520828911922e-10,6.811374305496636e-10,-1.5578241055088293e-9,-1.0884303602530988e-6,1.4185592708747054e-8,-4.840754866375558e-7,7.758841663246893e-8,4.566988072706245e-8,-1.2627829561793484e-6,6.223553256050427e-7,2.3987005863837762e-5,-4.895911979897184e-8,-8.7303628392639e-7,-2.674898016047774e-6,5.042565837879794e-10,1.5132945933868493e-10,4.95134653710841e-7,-2.9893243503070196e-7,-1.8465771816968124e-6,-1.2302992552545393e-7,-0.00012826539155237583,2.5835637013213085e-5,-1.4331080184984263e-6,-6.273480848892538e-7,5.835588791426822e-6,-8.073351847359805e-7,1.2045347907777927e-6,-3.2588059012207124e-9,1.3812501804554228e-7,-4.968504432039282e-8,6.549979678656351e-7,-0.00015754528821892825,-5.623011246744253e-5,-0.00015121839716272204,-3.290003433579416e-11,3.098505123566007e-8,2.8975194664880713e-6
-1.3293763685178751e-9,-6.245652482536786e-10,-6.292214742392623e-10,-1.7292586705075184e-8,9.579751752504675e-7,3.7871128498588616e-8,2.3282843445551444e-8,-4.685599574955472e-7,-2.7250812368755195e-8,2.0462675054319062e-7,-5.896012831669535e-8,-4.895911979897184e-8,2.302895576765304e-6,1.9039446539616528e-6,1.8114500185178899e-7,-1.2829057622613158e-9,-1.472243442108795e-10,-1.2884822658046918e-7,-1.89071232413457e-7,1.5614178720279985e-6,-3.983730737204609e-8,-2.1840005357427813e-5,-0.0002739826804377304,7.649622837403648e-7,3.0621925335938085e-8,9.28050577796538e-6,2.2764585771390608e-8,1.3980164840622953e-7,3.5121858966640194e-9,-6.59202656581862e-7,-1.480052427987628e-8,-2.351046554769542e-7,-0.0003950074110710398,-3.239674614568455e-5,-6.68446695032922e-5,-8.456966281817433e-11,-2.767681475350324e-8,-1.5229654491452926e-6
