"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47"
3.4515426423566273e-6,8.748588565062606e-7,-1.8131057759576408e-10,4.843111235307065e-10,-6.682659394024582e-10,-2.1157742815713053e-9,-1.1876314126494845e-5,-3.687082733159127e-8,-2.4908305104409706e-9,7.904343093438713e-9,-4.814595300328332e-7,8.043691074491109e-7,3.3483250988165445e-7,9.684789908058315e-5,7.280610113975312e-8,5.476105584966678e-7,3.777045817279777e-8,3.415865063760938e-8,-5.955535684690178e-6,2.1434775119717435e-6,1.3070201836194411e-6,1.954291113666197e-7,2.441336164148243e-8,-3.4059173371168295e-7,-2.752619259320026e-10,-4.804591330974589e-10,-5.4585419984953377e-8,7.160349780308436e-8,4.15472271995819e-8,5.856643750468751e-7,8.659818987780938e-5,-0.00027514878264120566,-8.678918157045896e-7,8.200423591971116e-7,2.7286781202804323e-6,-4.821308403214755e-9,1.7460213630119251e-6,-6.061606530933269e-10,9.805960676172261e-7,3.6087629015580936e-8,1.617254556282646e-7,0.0015246131110255663,7.915488112996171e-5,0.00011669877089541064,7.685509748889675e-11,4.655363714751711e-9,2.6346483943860317e-7
8.748588565062606e-7,0.034842117001635094,9.495935104773718e-9,3.041065913938662e-9,-7.3962811967316936e-9,-3.471176216120492e-7,-0.00021011382323552944,-0.001019366509907315,1.082008833898902e-6,2.7703035795959736e-6,-3.973189474468032e-5,9.319266156726927e-5,-7.757285263589152e-5,-0.01876978630975899,-1.3876175038395692e-6,7.178961246687641e-6,-3.664878996037444e-6,-1.359136721912035e-7,0.003245513903090378,-0.0002977574301533263,0.0003534660416257094,-7.667683670233611e-5,-3.8118522006116436e-5,6.811006255780727e-5,-1.0213573213560914e-7,3.085568478483637e-8,-1.0783577669651975e-5,-4.567274394119856e-6,-2.5777039740711526e-5,-1.1682622616432062e-5,-0.011035781915180976,0.08439734780503633,0.0001279419605722225,-0.00012299759245800018,-0.00035976484192748546,9.252306383961034e-6,3.079772747636686e-5,2.4453736436985393e-7,2.8172912206822002e-5,1.924296995777694e-6,-1.0669913722019268e-5,-0.07472714524993053,-0.003535128839410941,0.005563121102618015,2.646082650958691e-9,-3.3832350460300683e-6,0.0002172616506358139
-1.8131057759576408e-10,9.495935104773718e-9,2.167258228009635e-10,-1.1011671380825565e-12,-7.015425250042167e-12,-6.495324862774452e-11,-1.6713193975881688e-8,3.0876117126433605e-9,-1.1432347982393341e-9,1.4291809020532854e-10,-6.909652924311145e-10,-2.686388963290274e-9,-6.971218318632533e-9,-2.481354286274469e-7,-8.193376902685233e-11,-6.939055601324053e-10,1.6422813410749624e-9,-7.913598413355173e-10,-2.0742768928339018e-7,-3.364937780788721e-9,6.822033075443935e-8,-3.996147295310063e-9,9.131933089669656e-9,-3.731236566168816e-9,-9.63860375873131e-12,1.3638303986026014e-12,4.966025882053898e-9,-1.739458710548434e-8,9.463160258056106e-9,2.5335931853644404e-8,-9.463952276580012e-7,-5.492382575209644e-5,1.0152108503011128e-8,-8.873398505592157e-9,1.812135164322533e-8,-1.9526190137559303e-10,-3.4203889441698e-8,1.8675111950711793e-11,2.10186403920275e-9,4.486830873877735e-10,-2.419051404806221e-9,-1.4246232381060221e-5,-6.829525976780877e-7,5.704001516894247e-7,-3.358026557479937e-13,-1.2918883089243028e-10,-9.816238160225123e-9
4.843111235307065e-10,3.041065913938662e-9,-1.1011671380825565e-12,2.531359255883496e-10,-4.296860352231326e-12,-1.345181008088316e-11,-1.7769267695664685e-9,3.519276867626164e-9,-1.4367287087882352e-11,-5.716000833181753e-10,-1.4166703800252316e-9,3.92958944545125e-9,-1.2363736053506427e-9,-6.060152265451509e-7,-3.080882173223037e-10,6.116231174947768e-11,-3.716502857817921e-10,1.7784145320084797e-9,3.5163203836116457e-8,-9.646522941054301e-9,4.5425859019910256e-11,-2.16928577118545e-9,-2.9584870317804636e-8,1.0397157532784802e-8,8.181839693353214e-12,3.1468597952273327e-12,-7.590267950617844e-10,1.4149032053191102e-10,-1.602717320696568e-9,-1.256388874194691e-9,-9.137892679259902e-8,1.3328429379856499e-6,1.8424241462134199e-9,-8.03447577464993e-11,-3.9253965531597845e-8,3.102602464317622e-10,4.7153530747224616e-8,4.719534384394378e-11,-4.628331002609691e-9,-4.1474323739909793e-10,1.66920075741758e-9,-4.578094524403419e-6,-2.580119190300533e-7,1.2561364704673234e-6,6.805381010563301e-13,5.747224150236049e-11,-2.8333145169823164e-8
-6.682659394024582e-10,-7.3962811967316936e-9,-7.015425250042167e-12,-4.296860352231326e-12,2.1414797561417838e-10,-6.661433191156891e-11,2.0250367303623676e-10,7.128474934978181e-9,3.0221082895273295e-10,1.5964153576721652e-10,-3.6262126997157736e-8,4.8856542491090335e-9,-2.4093019516134903e-10,-6.601562106171133e-9,-1.4385154806295116e-9,1.6759394922336026e-9,-9.234912744109526e-10,8.977740444351552e-10,5.6083621347036646e-9,8.82625150062971e-11,-9.448048172013436e-9,-1.5261235282071788e-9,5.115535996516213e-9,5.184171517423695e-9,-1.853192712481491e-12,-1.655414443862772e-12,-1.1953703280513163e-9,-1.6087304931023378e-9,-2.169837683484727e-9,1.440086524892356e-9,2.2344189818612757e-7,9.233754294110775e-6,-1.7317387698719377e-8,1.2909873080171828e-8,4.741070036983105e-8,-7.455364162100247e-10,2.8954441797476852e-8,2.3768699989368692e-11,-6.486899389429457e-9,-5.497596956206873e-10,1.9826255081546567e-9,-9.336967914521793e-6,-6.01162476646365e-7,4.656712028931947e-7,5.437830382108987e-13,-2.8840890068012646e-10,-4.438412854276965e-8
-2.1157742815713053e-9,-3.471176216120492e-7,-6.495324862774452e-11,-1.345181008088316e-11,-6.661433191156891e-11,2.154322755789438e-8,-3.241067235136998e-8,3.5873737750790165e-8,2.5912795006894025e-9,2.009317647388658e-9,5.0809787186030304e-8,-5.736477836730936e-7,-3.2787934950837815e-8,-4.010332345784172e-6,-8.461823345282487e-10,1.1028433677249031e-8,1.2167877806806819e-9,1.864596819011945e-9,3.0082731476492165e-7,-1.1764856948115126e-7,-8.899075641556729e-8,-2.103448157456802e-8,8.999935790599218e-8,-3.4448798919190905e-8,-1.0249938877034068e-10,3.4709759177573905e-11,-1.356469401026891e-8,1.0985478273459598e-8,-7.028227863434317e-9,3.0680061619334375e-8,-1.452629875983328e-6,5.285159725731447e-5,1.1121449336574509e-8,-7.160083815589857e-9,1.1425952579458492e-6,5.39275858355467e-10,-4.850474654713659e-7,-1.1764319068770867e-12,7.12604685454175e-8,4.895934532448831e-9,-1.1100889304685057e-8,6.225757868154299e-5,4.133324241627195e-6,-5.229153189390784e-6,-4.373206428369861e-12,1.3367617046358067e-9,-8.238937108413994e-7
-1.1876314126494845e-5,-0.00021011382323552944,-1.6713193975881688e-8,-1.7769267695664685e-9,2.0250367303623676e-10,-3.241067235136998e-8,0.0004509180569277031,5.467021366113901e-6,6.772623989864378e-8,2.0582693375889473e-8,8.057472764676361e-7,-2.865684618917365e-6,2.79511364848394e-5,0.0037613638373006656,5.88843680224254e-7,1.3620731902432378e-6,-4.58918716209527e-7,-4.723800163945228e-7,1.9128556833944462e-7,7.810744670553472e-5,-8.571084316357819e-5,1.175992701874505e-5,1.7201341336471037e-7,-7.592356616683454e-6,7.330603568521497e-9,4.3615203667282114e-9,7.617465330001937e-7,4.4047114217774926e-6,5.351456621745822e-7,6.529363485569497e-6,0.002683943454009274,-0.0037217919075105683,-9.918118759834353e-6,1.3881876750436107e-5,5.5245588382813795e-5,9.82297786855696e-7,0.00011962706468110795,-3.6234700935431136e-8,1.6996695052335192e-6,-5.187854369105309e-7,6.842247186765366e-6,0.010758103373019452,0.0002924653636250469,-0.00046702117037940175,8.585755447041112e-10,-5.506768278423305e-8,-2.468489311692812e-5
-3.687082733159127e-8,-0.001019366509907315,3.0876117126433605e-9,3.519276867626164e-9,7.128474934978181e-9,3.5873737750790165e-8,5.467021366113901e-6,0.0005408344826821855,-2.5771005543000097e-7,-1.882265663820994e-7,-1.0499362846455932e-5,-4.7416815320765536e-7,-1.1685706789190926e-6,-0.0013018333770590425,-4.2292015607039263e-7,-5.909030487468503e-6,6.298344286482854e-7,1.4567997595217132e-8,0.0001239122570769027,-4.006887027523415e-6,2.058551996134597e-5,-2.699820192256518e-6,-5.14186780045752e-6,-4.127544262571126e-6,3.1390065917573917e-9,-8.675520197060758e-9,9.066480285198522e-7,-3.292473102768557e-6,3.1882401060613737e-6,-5.874751197514024e-6,0.00032907500177019794,-0.013908923367825354,-2.8482873091312295e-6,7.97685219641528e-6,-1.3124818720700302e-5,2.0638422630282106e-7,2.5528069436036216e-5,3.397717277538939e-9,-9.23495370779305e-6,-8.780834148045169e-7,2.2598861660916724e-6,-0.003914035658483456,-0.00032653427966023953,0.0018040748804179776,1.0411170235510398e-9,1.6483949552875373e-7,3.761855263728405e-5
-2.4908305104409706e-9,1.082008833898902e-6,-1.1432347982393341e-9,-1.4367287087882352e-11,3.0221082895273295e-10,2.5912795006894025e-9,6.772623989864378e-8,-2.5771005543000097e-7,6.048934952217625e-7,-9.102684063945923e-9,3.671651547781045e-8,-2.2370367386047635e-7,3.63316790012563e-8,2.2528301991393113e-5,1.7347180192025834e-8,-6.526009843213457e-8,9.126783279673848e-8,-3.396084191558061e-8,-3.6252334470949138e-6,9.057870403259958e-8,-6.208765490610777e-7,5.9409622851068926e-8,-3.91049178273671e-7,1.8316002508985576e-7,3.3304011719337053e-10,-1.3296265312206983e-10,8.993214493413314e-8,-1.0831875513535597e-7,2.385578629692943e-7,-7.15523217402989e-8,-3.352156342868216e-7,-0.0005218089980400856,-8.203873914856225e-8,-1.5825702808730451e-7,-2.5872111262427905e-6,-1.0372121558694825e-8,1.5808975333397994e-7,-2.998323115775957e-10,9.847450487834091e-7,5.8841141638517324e-8,3.771604500327792e-8,-0.000545592852398097,-2.8694488178769233e-5,2.4850210054463384e-5,1.69519783963282e-11,2.18597410230957e-9,1.7706143078633245e-6
7.904343093438713e-9,2.7703035795959736e-6,1.4291809020532854e-10,-5.716000833181753e-10,1.5964153576721652e-10,2.009317647388658e-9,2.0582693375889473e-8,-1.882265663820994e-7,-9.102684063945923e-9,2.7947082328025506e-7,-4.241197962523269e-8,-5.42932808933559e-8,5.4276665302187996e-8,1.0381142369542184e-5,8.66193934161602e-9,-7.49499693877827e-8,3.938493093993093e-8,4.745188557786107e-9,-5.056866098889054e-7,-2.055754752812869e-9,-1.970413175571888e-7,-1.0640301053105462e-8,-3.8222987276960716e-7,1.1823927167740444e-7,5.361673408280558e-10,-2.475867635808898e-10,2.5406060499013885e-8,-1.1053614712157804e-7,9.139765855551261e-8,1.6642252190290352e-7,6.0248484691385744e-6,-3.5824041088137505e-5,-1.3284366406517645e-7,5.787883471717595e-9,-6.793768739135838e-7,1.8752086816092583e-8,-1.0105931545561464e-6,-3.534374858517097e-10,2.616441727994526e-7,1.4589191296814622e-8,4.3892151988483775e-8,-0.00015319769588928434,-7.315908756456627e-6,-3.0946772202932366e-6,-1.1305966119389592e-12,5.597106389663273e-9,5.621305237178764e-7
