"parameter_names","parameter_values"
sd_glaciers,0.00016782292348666068
sd_greenland,0.0006421424200212291
sd_antarctic,0.00027023494076462544
sd_gmsl,0.0030189900578337756
rho_glaciers,0.4423105353932239
rho_greenland,0.9847854011318654
rho_antarctic,0.8896020687945986
rho_gmsl,0.8803736325353881
thermal_s0,0.0275897188814943
greenland_v0,7.328900668643379
glaciers_sl0,0.006392142232164373
antarctic_s0,0.022113416526621667
thermal_alpha,0.07389412495337701
greenland_a,-0.0073014870559740125
greenland_b,6.799598818111915
greenland_alpha,0.0006557996107587659
greenland_beta,0.000939969166448452
glaciers_a,0.38784490660933
glaciers_b,0.34174261254240956
glaciers_T_lia,-0.5634827488146995
glaciers_f,0.6950434712347434
glaciers_tau_fast,44.78023134112915
glaciers_tau_slow,664.6997281267144
anto_alpha,0.17869300284154838
anto_beta,1.0472073436192686
antarctic_gamma,2.6961880847132615
antarctic_alpha,0.04789942970461759
antarctic_mu,12.184626645646953
antarctic_nu,0.011539059377557535
antarctic_precip0,-0.583560410379604
antarctic_kappa,0.08385718632634222
antarctic_flow0,0.7464964799668431
antarctic_runoff_height0,1332.590051712398
antarctic_c,65.38899753185144
antarctic_bed_height0,780.7467102792127
antarctic_slope,0.0006163368031067428
antarctic_lambda,0.013545412150864442
antarctic_temp_threshold,-16.007147650801517
sd_thermal,0.001
rho_thermal,0.5
