x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
3.0700499049936846e-7,-1.3977383787958677e-5,1.2835621680007328e-8,8.994600664887903e-10,-2.9868855548137617e-8,1.2861180630335206e-8,2.9711081464567764e-6,-5.285239823845657e-6,-2.6771540986444937e-5,1.863515346121805e-8,8.175944851634809e-5,4.5688673353764756e-7,-1.6184858230546348e-7,4.4593389539899846e-5,-5.733276358026067e-7,-2.8969507917211264e-6,4.837557768280078e-8,3.169828130918847e-7,-2.727415066227325e-5,5.674139686779729e-7,3.2966037124269375e-6,6.441455972211924e-8,-1.282359104833557e-6,-6.496586424828212e-6,1.7229955809669205e-9,-2.8726015067279937e-9,-7.584574842340001e-7,1.4256330322917248e-6,2.780328540904672e-6,-2.5674852049873517e-6,0.000432932638281148,0.0002601323198633284,1.1169949255969818e-6,6.810057076263972e-7,-1.538915519941874e-5,3.0043636535916394e-7,-5.786463844145789e-5,7.1819736588916424e-9,6.0199283896778035e-6,1.927953498133959e-7,1.256670975094648e-7,-0.002920991438262305,-0.00012016881178281426,-0.0004582438441299331,-5.516339638454023e-11,8.053579348029847e-8,2.1258526010874428e-6,0,0
-3.6548974540035335e-7,2.8139517698210543e-5,-6.373878237756887e-10,-2.303260405574562e-9,-3.6378207453606736e-9,-5.409914838497456e-7,-2.1293646894175453e-6,7.993692043854783e-6,1.0212974375221617e-5,8.121869544855248e-9,4.5688673353764756e-7,0.00038771261451535626,1.8346990476151056e-7,-2.3665461265233428e-5,-8.823135642622946e-7,5.861464299071303e-7,2.5825662776359502e-6,1.3493632455431696e-7,-6.58561434829386e-5,-6.14951840224019e-6,-1.349964078211323e-5,3.969755918203905e-6,1.8597577965886891e-6,2.5519731098116114e-6,1.71990520960106e-8,-1.0116854365214068e-8,-9.682174951377948e-7,-1.2447801901452749e-6,1.620990483169946e-5,5.492002130697306e-7,-0.0009982672982812072,0.00385887257353119,4.185437924284893e-5,-3.406337118510317e-5,-6.374988001809435e-5,2.583712006730425e-7,0.00011554724185073932,-2.0925330843944705e-8,1.1954976326705977e-5,6.096923849191735e-7,-2.8068375499042395e-8,0.0042350576560907585,0.0002865482763755173,-0.000429116203212229,3.502057384694667e-11,-2.063191034358938e-8,1.723967867170633e-5,0,0
4.294553595741816e-7,-9.437021044521553e-5,2.529720162839834e-10,-1.5670483519349138e-9,-2.428192115715913e-9,-4.796380425676255e-8,2.2413897620574742e-5,-4.473281624306555e-6,-4.346600923749845e-6,-2.2290648216298364e-8,-1.6184858230546348e-7,1.8346990476151056e-7,3.956855185060813e-5,0.002646122004542571,2.662680792273754e-7,-6.786100602220295e-8,-2.045109899585413e-6,-3.7729199096460957e-7,-3.283942632342246e-6,5.697232133240036e-5,-4.39225842029679e-5,5.3193488977861e-6,-1.3380393009971193e-6,-9.37010475806465e-6,3.4600800859237115e-9,1.376173183407024e-9,8.365151977143591e-6,1.386258360527255e-5,-7.969526656618153e-6,1.3880484309154315e-5,0.001412495846768817,-0.00045985225192721896,-2.452025519026763e-6,5.79006369592588e-6,-2.3139418538480274e-5,1.660451740099975e-7,3.2698528121740876e-5,-2.6809759275498316e-8,5.899084263676578e-6,9.20104192119564e-8,1.5573674094917428e-6,0.007965639494326446,0.00019482135328643117,-0.00014762947753410214,2.5646660252602187e-10,8.704381082960084e-8,-4.245842450286396e-7,0,0
8.227669589918703e-5,-0.02448741954781525,4.999995591196093e-7,-1.5532756864396206e-7,2.0464845880043322e-8,-5.8061368733785945e-6,0.004359174216647654,-0.001900811259212675,-0.002197778679824385,1.6791153462147665e-5,4.4593389539899846e-5,-2.3665461265233428e-5,0.002646122004542571,1.1886056817676438,1.2091355564052182e-5,8.001091694689905e-6,-0.0005339714298141547,-6.93272520952269e-5,-0.12409291659980898,0.011477376628005182,-0.011373694543319839,0.0024478389840923626,-7.216988591217392e-5,-0.0018763623112598728,2.684165473462101e-7,5.286156222738064e-7,0.0012233033928933145,0.002004187129473563,-0.0034313451483722547,0.001328579133367597,0.3593893283957631,0.16816708578013187,-0.0009087765632782383,0.0008163426222544679,-0.005055493025920116,-5.8559062964996226e-5,0.004730232729967612,-1.6094453468523273e-6,0.0027255932119352295,0.0001281712194531557,0.00013206669274895032,-1.0444876461728099,-0.08360791996818387,-0.020520466710101024,4.243322929282998e-8,2.862443921635889e-5,0.00017820680230013224,0,0
4.0373063498212316e-8,1.6049876635284778e-5,2.3117067078112666e-10,-1.3459809983842476e-10,3.743147482804153e-10,-2.3041853693495658e-10,4.780336578004597e-7,-1.7683183193481351e-6,-4.858463550805996e-7,-1.2379960741823431e-8,-5.733276358026067e-7,-8.823135642622946e-7,2.662680792273754e-7,1.2091355564052182e-5,1.6966606620266887e-5,-4.327741270986588e-7,-8.676043031157697e-8,5.5145221920646486e-8,2.5787089317222797e-6,-5.4010643969920595e-8,-1.2938539307101511e-6,-2.0378700774386954e-7,-4.342690629975642e-7,-1.0648031710225526e-7,1.8052206944533337e-10,4.0311751964082067e-10,-1.1894217871581515e-7,8.289120068620798e-7,3.9865519633468e-6,8.0778212047587e-7,4.169430822861621e-5,-0.0017107705848101937,-4.105662829928785e-7,1.6149201419465395e-6,-6.2518934617483995e-6,4.233873861795476e-8,4.848751267149799e-6,-6.140029391038913e-9,7.147259035134374e-7,4.9835062085903927e-8,-2.9343729447537055e-7,-0.0034081379317704333,-0.00020123930115405731,6.073806221697589e-5,4.80662783563249e-12,-1.1233847708736242e-7,6.547643966613888e-6,0,0
-4.45678474884478e-7,1.1577537989665593e-5,4.781006209754379e-9,-2.748919961912636e-10,2.5396618384837463e-9,3.2624846912830824e-8,-1.3687697670586556e-6,-4.364081853857908e-6,-3.567224933832939e-6,5.620830497251341e-9,-2.8969507917211264e-6,5.861464299071303e-7,-6.786100602220295e-8,8.001091694689905e-6,-4.327741270986588e-7,0.00025819656894281813,1.0867182437674478e-6,4.752594170704189e-7,1.7573855487193698e-5,-2.129047919912412e-6,-1.3461438543153801e-5,7.470343925611826e-7,8.344310665611507e-6,0.00024256907067532973,-4.935907878362176e-10,-5.898680620490999e-9,1.6768316544505417e-6,-5.009161474683309e-6,-1.3586105540049975e-6,9.028464900371662e-6,-0.0004277219045292829,-0.0036046016734860996,5.338523976589381e-6,-4.627978249758553e-6,-6.718533705408031e-6,1.746569244242835e-6,2.2484901665622754e-5,1.2479769691336328e-8,-8.202157764114708e-6,-3.928978859141918e-7,-5.852613207042498e-7,-0.004215295312706045,-0.00027589844547394057,-0.0004786432067509443,-4.357510605258109e-10,-7.319699015901627e-8,-1.9183364760793312e-5,0,0
-1.1108022417191831e-7,1.5423348682518603e-5,1.657270025897227e-9,3.896017156652199e-10,7.061857949116414e-10,1.168985811354512e-8,-4.671185215524707e-6,-1.1937240308493183e-6,5.498237539995557e-6,-4.5445409198059804e-8,4.837557768280078e-8,2.5825662776359502e-6,-2.045109899585413e-6,-0.0005339714298141547,-8.676043031157697e-8,1.0867182437674478e-6,3.172861270070963e-5,2.2400591796191602e-7,4.543789283204536e-5,-1.0715926102535676e-5,-6.915043211817938e-6,-1.5818151082479615e-6,4.166072937073399e-6,-1.5247676675716404e-6,-1.4762860215140895e-9,6.822341314411357e-10,1.2432616655781306e-5,2.6557072181922935e-5,-6.722136463489491e-5,1.0729290285739819e-5,0.0011948531623167168,-0.014223780667552801,-8.741059468691097e-6,4.9083875954416755e-6,1.5724416299885847e-5,-7.457483130006596e-7,5.7749345701628135e-6,-1.65907521781768e-10,2.5898350720812465e-6,1.8621204006036522e-7,3.5656777196219574e-7,0.0006948288666986245,5.9831941006459925e-5,4.000647443893802e-6,-1.886298753734866e-11,1.6465060626856637e-8,-6.770089927545997e-6,0,0
-2.419153826293676e-7,2.9219768189461075e-6,1.698465249162407e-10,3.9369899722168885e-11,1.1453956993260356e-9,1.0386674297878048e-9,-1.9311152552765283e-7,-5.51015951689479e-7,-1.8148531856615258e-6,1.9045197842372148e-8,3.169828130918847e-7,1.3493632455431696e-7,-3.7729199096460957e-7,-6.93272520952269e-5,5.5145221920646486e-8,4.752594170704189e-7,2.2400591796191602e-7,1.757445517129546e-5,4.83525660635795e-6,-1.9322372361248784e-6,-3.059560697140018e-6,2.6842809858231543e-8,4.5433756727702604e-7,1.5528791659971207e-6,-9.737554004296534e-11,7.089676293696749e-10,-5.234089635466769e-7,-5.414847196707517e-7,3.181029500528822e-6,1.2151991065245247e-6,1.3030995431043493e-7,-0.0016791780929312713,-6.177932341583179e-7,2.568907611751374e-6,2.051230220958647e-6,-1.1202797299551624e-7,-3.217286752837962e-5,-1.7678911429624343e-8,-2.521756091791543e-6,-9.040375668394458e-8,-5.859129710201648e-7,0.0006552511033827155,4.050485071055505e-5,8.587509830449374e-5,-5.504727633270748e-11,-4.5942663270350866e-8,-2.054388457117328e-6,0,0
-6.839720152772304e-6,0.00395885970257165,-7.997615062521118e-8,-2.9847136157472616e-8,-2.9136124458025413e-8,3.951013147515412e-7,-0.00024224329129002748,0.00019362723239027053,0.00015888580571151443,-1.840367268209337e-6,-2.727415066227325e-5,-6.58561434829386e-5,-3.283942632342246e-6,-0.12409291659980898,2.5787089317222797e-6,1.7573855487193698e-5,4.543789283204536e-5,4.83525660635795e-6,0.024966820350516113,-0.0007129448830759254,0.0011781575271354733,-0.00034860948111384743,-3.748420463476733e-5,0.00018049046582992487,4.73078068505222e-8,-3.968077582966549e-8,-1.6865813328853938e-5,-2.3055311193446536e-5,0.0004286147971814738,5.4983666052854484e-5,-0.03843456760630511,-0.08763255473382363,0.0002092147808287582,-8.12777448581414e-5,0.0007545000838613425,1.9379409250397987e-5,-5.236172803828021e-5,-6.547501476730958e-7,-0.0003447784485728489,-2.072174396919387e-5,1.4370214234820205e-5,0.36815836747483427,0.018725325081619726,-0.003555927151049304,-3.428324980148176e-9,-3.5109027895175426e-6,-0.0001062962639401742,0,0
1.42936260646892e-6,-0.00033781754231228,4.029147099585522e-9,-4.920631870106052e-9,-4.842336129751657e-9,-1.219254501033103e-7,8.186929968020071e-5,-9.117560903281667e-6,-6.193251492674113e-5,1.740486469201589e-7,5.674139686779729e-7,-6.14951840224019e-6,5.697232133240036e-5,0.011477376628005182,-5.4010643969920595e-8,-2.129047919912412e-6,-1.0715926102535676e-5,-1.9322372361248784e-6,-0.0007129448830759254,0.0003087256368239937,0.00034246704076114825,1.743811991313542e-5,-4.6792359859529455e-6,-2.772854897721206e-5,3.2744282261236307e-9,1.1707823411603555e-8,3.220707741581079e-5,3.9770593555355975e-5,-7.1837334885243e-5,2.871423257514242e-5,0.007942746874975036,-0.005860317458369334,-1.3128762328744168e-5,1.1179038512356037e-5,-7.853468390422351e-5,-6.376599344117751e-7,8.409561253122999e-5,-2.3628381200530435e-8,4.828083052320484e-5,2.0780373764049854e-6,4.202053638180447e-6,0.006581256552789103,-2.037595645314051e-5,-0.0008267809654985859,7.97052521513625e-10,1.1087337994688561e-8,-4.161962939911687e-6,0,0
