"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35"
1.653643261682184e-9,-1.6623824853384183e-11,1.707126620369069e-10,2.5547969161775192e-9,-4.1959525539968776e-7,-1.9146558483721697e-8,6.390615180708958e-8,-4.486721944561865e-8,5.363490599973667e-8,-5.816227612106185e-8,9.3907104909505e-8,1.7126469260965568e-8,3.722477023541413e-8,-2.746092319494457e-8,-5.6511649790237556e-8,9.558028362247879e-8,2.88040005259067e-10,-5.7324479425655145e-11,2.6491184663290077e-10,-6.138852664444159e-8,-9.516526817632973e-8,6.419880108545992e-8,8.913128606752485e-7,7.358727200065547e-9,-2.1236874828109885e-6,-1.6849511472262076e-9,-5.916244322662459e-8,-6.080251379071438e-9,8.226809375991188e-8,0.0007387537263540238,1.0636968225846798e-5,2.3998900464198475e-5,9.188419636878935e-12,-6.1394173659942116e-9,5.827853062486936e-7
-1.6623824853384183e-11,5.992226292058387e-11,5.5065170718239194e-11,3.078222914392404e-10,-1.3947896305843044e-8,-9.635353513441075e-9,-3.2042706752748075e-9,3.667987133619345e-9,-1.3967515392451733e-9,-2.546090615662393e-8,1.0105581632356477e-8,8.373521128722668e-9,-9.290735345865349e-9,-3.984571872288408e-9,1.4071393363056772e-7,-8.990735062087781e-8,-3.767681907097874e-12,3.0988149579510113e-12,6.897064845052819e-12,1.2891501934805314e-8,5.500118391879603e-9,1.0748601028409487e-9,7.798031291847688e-7,-3.2295282869952004e-9,-7.527779480799843e-7,1.618099245670523e-10,-1.91173254280914e-8,1.838028760576647e-9,-1.9006625124449074e-8,4.137435506192867e-5,3.674870132542089e-6,-1.3340762568610731e-5,-1.1167156248852814e-11,1.4234079349033926e-10,-1.4574426848998595e-8
1.707126620369069e-10,5.5065170718239194e-11,4.688925041647613e-10,8.709925930980075e-10,1.8513350832193722e-7,-1.031239823160008e-9,-7.443048791752811e-9,3.574224613872033e-8,-1.0978544740675132e-8,-8.808731550064866e-8,2.1909556092670225e-8,1.3067114131587247e-8,9.391004978173534e-9,-4.842178641931455e-8,-1.9218389017820098e-7,9.934100730210224e-8,-4.028543539482284e-12,-2.1038656564200088e-11,2.0829673843102785e-12,7.159637600916867e-8,4.631056344202461e-8,-1.4635738892713118e-8,1.596173576986963e-6,-4.404225446465283e-9,-2.9525094651418107e-6,1.0605905943466121e-9,-8.113608396974736e-8,1.4275648826305497e-9,-2.812751956481025e-8,0.00012212305394825002,2.289330556646965e-6,-4.70850735355937e-5,-3.361065412998119e-11,-4.230091033782991e-10,2.8330487666891384e-7
2.5547969161775192e-9,3.078222914392404e-10,8.709925930980075e-10,4.703737388434467e-8,-8.579033655079776e-6,-2.405148575938977e-7,1.0283198847268736e-7,1.1237217907639439e-6,-6.471357417323926e-8,-2.059711080433148e-6,1.1347760393785716e-6,5.37200672875141e-7,-3.2290075125698343e-7,-1.8633383563200664e-7,-8.872515711310355e-8,-1.9202823080069324e-6,2.2211078026677788e-10,-6.20718376506509e-10,2.1461013189354454e-10,-1.042167109136591e-6,-1.1738148489864658e-7,-7.730407174845367e-7,7.5878473677254e-6,-1.056277648481657e-7,-2.4476333788305783e-5,-3.0773906849779416e-8,-3.2137454415284333e-7,-2.3591776208384814e-8,-8.016124730484594e-8,-0.003265760357680916,-0.0003767796696008379,-0.0005337354565076239,-2.6229361224847603e-10,2.4840728660100958e-8,8.231279436901693e-6
-4.1959525539968776e-7,-1.3947896305843044e-8,1.8513350832193725e-7,-8.579033655079776e-6,0.01348938339437199,7.366387181017489e-5,-8.803630659954515e-5,-0.0003970255501703297,0.00014993889921655458,4.032773840055787e-7,8.124052741669761e-6,4.950708469392407e-5,0.00016402657244026306,-7.787122799409198e-6,0.0012918495481885758,-0.0004470786384880693,2.6570847596444515e-7,8.368340556909479e-8,6.776999338766622e-7,0.0003579743521791978,0.00016020949916324857,0.0005621236969636629,0.0031629056286033843,-4.342921982658475e-5,-0.007573832672211135,4.631496118706989e-6,-0.0003628151489334099,2.0894400150361095e-5,-0.0001788601529467069,1.6309444030949691,0.018736709172084032,-0.019727708679619788,-9.024287247782733e-8,2.122548654439284e-5,-0.002474632305265663
-1.9146558483721697e-8,-9.635353513441075e-9,-1.031239823160008e-9,-2.405148575938977e-7,7.36638718101749e-5,2.9655072949449094e-5,-1.1285009969759815e-6,-4.3262146668638863e-5,-5.289291735841373e-6,3.068252986691192e-5,-1.7827024788030986e-5,-1.2370645813224552e-5,1.0151515007559949e-5,-1.2487223697338231e-6,-1.1694396773551963e-5,3.904398663524914e-5,9.530205503888478e-9,6.99162317692826e-9,-6.368569823348103e-9,-2.8731143431126798e-5,1.063571602007169e-5,1.6529537206608957e-5,-0.0002710037121725914,-8.7106619306773e-7,0.0003179301775443403,5.438521085954996e-7,1.8113116096727095e-6,2.970412386735393e-7,1.7880745031257222e-6,-0.02202135302168917,-0.005403418976707306,0.002474832089959561,9.035641881160695e-10,1.8864823736224665e-6,1.7672417588837488e-5
6.390615180708958e-8,-3.2042706752748075e-9,-7.443048791752811e-9,1.0283198847268736e-7,-8.803630659954515e-5,-1.1285009969759815e-6,2.2057471491126732e-5,6.515641154500195e-6,-4.458526201478256e-7,-1.1232169787385538e-5,2.1415797887605593e-7,4.138546984392209e-6,3.474317239643527e-6,-8.340077584973481e-6,-7.644399697280951e-5,2.4544903407574847e-5,2.64588875286622e-9,2.653397565691307e-10,-1.3868704647346923e-8,-1.4455506955437888e-5,-1.4972269909533022e-5,1.3878557332338392e-6,-0.00010109906268693819,2.568888984178763e-7,0.00016668552278726925,-5.380561539195219e-7,5.166267453022905e-6,-5.505639070686126e-7,1.3364091711780466e-5,0.006669584024181222,0.005340418034094378,1.6392920131054738e-5,1.0916485181034859e-9,-1.2334328297114957e-7,-2.5083890970528286e-5
-4.486721944561865e-8,3.667987133619345e-9,3.574224613872033e-8,1.1237217907639439e-6,-0.0003970255501703298,-4.3262146668638863e-5,6.515641154500195e-6,0.00036706826964185004,-1.282212949510969e-5,-0.00011968377245528573,8.735743200062127e-5,6.618831322494984e-5,-3.058632142732081e-5,7.956110288541164e-6,0.0001383040253619614,-0.0002230667670538067,-4.8442627565289675e-8,-3.3482754188454776e-8,-5.5234371591718006e-8,-1.723329329688005e-5,6.133207190898803e-5,-0.0002019562443528967,0.000229207486694782,2.596427770435216e-7,-0.0012954733335481653,-2.5883230879847536e-6,1.0273393359664123e-5,-5.63879258669329e-6,1.355334762643485e-5,-0.24146421182250805,0.020715882225419216,-0.03911514265775992,-8.421049686585805e-9,-7.958921148945904e-6,0.000380001520418217
5.363490599973667e-8,-1.3967515392451733e-9,-1.0978544740675132e-8,-6.471357417323926e-8,0.00014993889921655458,-5.289291735841373e-6,-4.458526201478256e-7,-1.282212949510969e-5,4.270736795136158e-5,7.534777469708785e-6,1.8094508960508236e-5,6.757395661197345e-6,3.4862922301619806e-6,3.2415818474474963e-6,-4.6771463559986366e-5,4.9485414382426455e-5,7.67040715568168e-9,-2.083557488787884e-9,3.675473629686492e-8,-3.0914997972380586e-5,-1.1234801147898389e-5,3.201824732480403e-5,4.242185999547027e-6,-3.180233378514803e-6,-0.00022604247694761403,-1.0407395365690335e-7,-2.2579951200874366e-6,-5.12148902889052e-8,8.909026888965102e-6,0.0675636146650116,-0.005729769505445355,0.012309570421324858,4.776725760118303e-9,-1.0407304909349193e-6,-3.953399963939947e-5
-5.816227612106185e-8,-2.546090615662393e-8,-8.808731550064866e-8,-2.059711080433148e-6,4.032773840055787e-7,3.068252986691192e-5,-1.1232169787385538e-5,-0.00011968377245528573,7.534777469708785e-6,0.0005400258640709239,-0.00011009659328416679,-5.695485946751351e-5,4.7122804392801764e-5,2.986335941771034e-5,0.00016869723256787537,0.0005500935897004786,6.693460476393034e-8,6.910203629304241e-8,4.4792292946731526e-8,9.669200906274674e-6,7.524092325271739e-5,-1.3986176965813434e-5,-0.000871279622017715,2.0223841461882235e-5,0.0021917562531409023,2.3533643349515545e-6,-2.9515585489680797e-6,-1.5925458028692944e-7,-1.773938315691469e-5,0.3630678251965298,0.00496241753983033,0.05294029188266984,3.0299353468438015e-8,-2.2184605376771543e-7,-4.324720544106488e-5
