"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51"
2.763357046622296e-6,-5.695707852392652e-6,-4.2289916356436e-10,-1.0889601255957164e-10,1.1490872454805916e-11,5.450724350684538e-10,7.323715991556398e-8,-1.131993680649704e-5,-4.1146534712099455e-7,-7.441880284146461e-7,7.798025023265431e-8,3.8202065992673034e-8,8.734710781689319e-9,7.946940268724087e-9,2.1670176403936503e-6,-1.4791344145875628e-5,1.886700663630397e-8,2.610369555708362e-5,3.942718773656791e-9,9.622159329877466e-8,1.5429524660009061e-7,-8.956121813971884e-8,5.8742961355632675e-8,-2.514979867123195e-7,3.886149836528486e-8,7.091500036641557e-6,-6.143533077011417e-6,5.224735961456482e-7,-1.0441719098527584e-6,2.480886901778324e-7,3.812988097087994e-7,-6.329734511791231e-7,3.6526085171256284e-10,-4.035316633377281e-11,8.721764559532434e-11,-4.2918938856403876e-7,3.370472182220345e-8,-3.9370631473578636e-7,9.597200128286763e-7,1.0610086648248758e-8,1.0322471282930447e-6,-1.3508093378134285e-8,-1.7933025328314246e-7,-8.605531588739637e-9,-1.266658017543009e-7,-0.00011055025302044016,-2.9313871079305215e-6,-3.891843823371931e-5,-1.0823426004691907e-11,1.1274264158980906e-8,3.6525331783549766e-7
-5.695707852392652e-6,0.030049239947178473,-5.822555925925966e-8,1.357428079743102e-8,-4.912157681662471e-8,3.852600574470702e-8,-2.11960736887725e-5,-6.973794918520877e-5,-0.0008972743183361875,-0.00019158514072609373,3.844639979053602e-6,1.0589304624115119e-5,2.9944437073131704e-6,-4.020642233111589e-7,-2.8852240400389595e-5,-0.0011043997886270721,-8.206819580075128e-5,-0.01369145306642851,1.6651714944099418e-6,-3.3870719302885407e-6,-1.924124650759886e-6,-1.4353335524375856e-5,-4.755056404265133e-6,6.005115512128161e-7,3.569765173674648e-5,-0.00356225683184096,0.0028705402675583773,-0.00037292644883398337,7.56469914396192e-5,-9.796498050786182e-5,-0.00014696022811641393,0.0002624027957596526,-7.59581853405673e-8,-1.726334780622466e-8,-2.7245781557595753e-7,-1.0853750011607419e-5,2.2047740754928738e-5,-1.1285976478730665e-5,0.00023809710222934637,-8.921468953099948e-6,-0.0005040054915735066,2.260614585128911e-7,1.091480323702178e-5,-8.620121488090268e-7,3.1618309362538057e-5,0.008735350459518938,0.0015528881955941508,0.010004249342996574,6.467144191686581e-9,-1.6195506956407663e-6,-0.0004204961828425932
-4.2289916356436e-10,-5.822555925925966e-8,5.26562339742596e-10,-1.7545267770693433e-12,-1.5920699268524664e-11,-2.6686073307113474e-11,-5.265583302245122e-9,6.5518495975334125e-9,2.370474374411208e-8,-5.361253350770277e-9,2.0633609780031864e-9,4.025445695907677e-9,7.38493449585506e-10,-1.610339526329624e-10,3.030051044856846e-8,-6.10170785148983e-8,-5.207644657196054e-10,-4.86075156276216e-8,1.6308648563320012e-10,-1.3159569457383716e-9,2.5257475131587035e-9,-1.1189976057968871e-9,-6.991285148028609e-10,-1.874423954375211e-8,-1.9300900235851873e-9,-2.75088940794953e-7,3.387203923108161e-8,-2.1532534442227477e-9,-3.761801903167744e-9,-2.608014419991172e-9,-2.8463627705795414e-8,1.2563344661547434e-8,-4.4957119961315424e-12,-3.206390279301154e-12,7.863675193198184e-12,-4.0040443062550066e-10,-5.217610272546061e-9,3.2681352679219267e-9,1.4731867909500613e-8,1.4146519047673464e-10,-4.1713495276428276e-8,-1.7729788428670637e-10,5.4943436735993e-10,6.858362304841881e-11,-1.941177822090624e-9,-2.8780654308797464e-6,-1.065692802836704e-6,1.7702905701162533e-7,1.106249867129079e-13,6.356758414589996e-11,-1.3613599904195678e-9
-1.0889601255957164e-10,1.357428079743102e-8,-1.7545267770693433e-12,4.600077775763616e-11,-2.047381559660687e-12,-1.6865810720250316e-11,6.73918352460765e-10,-1.8854652186775867e-9,2.8593790032363146e-9,4.029887118545828e-9,-2.744406335268156e-9,2.054260053569822e-10,7.843770111611094e-11,1.379164070600509e-11,9.580266689783684e-9,6.4348305261637864e-9,-1.20034449714963e-9,-3.028310482676592e-7,-4.362261916648502e-10,2.4748285424302313e-9,4.1316708571727904e-10,-1.3004487082118177e-10,2.0326074548901516e-10,-4.063777571772364e-9,-5.959653297809979e-10,8.288022584177723e-8,2.8800936293218924e-8,-7.1280399076166994e-9,-4.1818196518600184e-9,-8.925831708858056e-10,3.3136748527612786e-8,-1.685107260545332e-8,-5.592770810636567e-12,3.555994741994646e-13,-5.257747522621124e-12,1.6391296026384059e-9,7.657027032399342e-12,-1.267599729667306e-10,6.222615385997802e-9,-1.7548020766612472e-10,6.496742082481353e-8,-7.644663911719632e-11,-6.065589684733261e-10,-4.1156858738838976e-11,-5.356777721198972e-10,1.946582054615422e-6,1.775097342373087e-7,-1.52958954388556e-7,8.154359729311862e-15,-9.986825601680499e-11,-1.7463961689442207e-8
1.1490872454805916e-11,-4.912157681662471e-8,-1.5920699268524664e-11,-2.047381559660687e-12,4.0176045580780006e-10,-1.7689969003774848e-10,-3.0551621788151434e-9,5.002821545185153e-9,2.2112486865046184e-9,4.690566990164387e-8,3.596381584289779e-10,-5.041198983888991e-9,5.025746321982214e-10,-7.486213770581829e-11,5.429461730266116e-8,-3.783094962221165e-7,4.19959528173671e-9,1.21576226724134e-6,9.918799113141486e-10,-7.1550203045541314e-9,3.954683654177708e-9,1.383730468932076e-9,-1.7488605796614685e-9,-2.4022655723078915e-8,-9.763099847812328e-9,5.617085913593749e-7,-1.1647215680351185e-7,2.9104901176893745e-8,4.364117423048288e-9,-1.360121721191445e-8,-7.76262405346415e-8,2.425069373742526e-8,1.0982689870220631e-11,3.549387758552054e-13,1.7276674180933946e-11,-2.707012078064447e-9,8.024714907972688e-10,-2.8047903730838914e-9,4.753015470881131e-8,-9.619385724211082e-10,1.2024793517543866e-7,6.469333967738639e-11,-4.5632857928466035e-9,-9.101397715378245e-10,9.478093798464126e-9,1.824120492927543e-7,1.7392152853953453e-6,5.203855308508391e-7,2.296406290651937e-12,1.6113895318574952e-10,-3.662326959379154e-8
5.450724350684538e-10,3.852600574470702e-8,-2.6686073307113474e-11,-1.6865810720250316e-11,-1.7689969003774848e-10,1.390256324007495e-8,-2.5150692223528827e-8,-4.753152933200696e-8,2.4753616154781855e-8,7.399804673815518e-8,4.909476340224737e-9,5.790430268651898e-10,-2.673996337526753e-8,-4.860091263067263e-10,1.0951714325778876e-7,-2.73862897446356e-7,-3.772113626553863e-11,1.013593835535934e-6,-1.0346202646451153e-8,3.4580286065234055e-9,-8.325313275175435e-9,6.229291726759645e-9,5.706170937378151e-9,-9.551141942197133e-8,-1.0322641763548047e-8,-1.1968674704918247e-6,-1.1991191402585997e-7,2.3172559751990567e-8,-7.255453173423253e-8,-1.2494808915015051e-8,-2.7004240633462205e-7,1.525000607305169e-7,2.7855829047829555e-11,-4.082305220800087e-12,7.517217887087817e-12,-4.758756681509695e-9,1.6872884979974366e-8,-5.30786890104469e-8,7.323475503988556e-8,4.03666630376183e-9,3.938836901843165e-7,-3.382044395730216e-10,4.3074789431766696e-8,2.452067544049858e-9,-1.2196550772342357e-9,7.940270501718035e-5,5.565436173763138e-6,-1.6747204924647563e-7,-2.430538288977445e-12,-6.599031135623542e-10,-1.3558296028976038e-7
7.323715991556398e-8,-2.11960736887725e-5,-5.265583302245122e-9,6.73918352460765e-10,-3.0551621788151434e-9,-2.5150692223528827e-8,9.705775944265568e-5,-1.3775856979266494e-6,-3.9421532422331343e-7,-1.4452913968598544e-5,-2.1818481662069498e-7,1.0960618429174562e-6,1.550861715400002e-7,1.0555201188877226e-7,-3.733440087462217e-5,5.079434454538336e-5,-7.660642167722783e-8,8.865846827046251e-6,2.432814298551199e-7,-2.446711309323045e-7,-5.884954000139217e-7,-4.7524569477732703e-7,-1.3266787756547555e-7,1.627788658633033e-5,3.896829419270181e-6,9.91058365712921e-5,-2.9233804334001397e-5,-5.020942605363191e-7,2.724510271368478e-6,3.2536233073978484e-7,1.8345037750320578e-5,-1.243455098138581e-5,-3.708060011905908e-9,3.635714453346997e-11,-2.1736382856648465e-9,2.2305992753215908e-6,8.333053280645192e-8,-2.1962964535867954e-6,-1.717656479765e-5,-1.9217991124318077e-8,1.2512056090635852e-5,-5.987864880946518e-8,-9.842923969878716e-7,8.582764543225849e-8,-8.086432812446448e-7,-0.0029124197277691785,9.516219327235696e-5,-0.0003421518719242907,-3.7970312509230266e-10,-6.817943116397456e-8,-7.105487854409981e-6
-1.131993680649704e-5,-6.973794918520877e-5,6.5518495975334125e-9,-1.8854652186775867e-9,5.002821545185153e-9,-4.753152933200696e-8,-1.3775856979266494e-6,0.0005148101133167015,2.588102780054554e-6,-6.663996199798937e-6,1.3978275412855843e-7,-2.0427762618094476e-7,5.221815787813173e-8,-5.54728263650417e-8,-2.3706214302583166e-5,-1.005693067720817e-6,4.8455964010792245e-6,0.0017444066846601842,9.362883316347836e-7,-1.620972469607705e-6,3.9640215654940945e-6,1.0741178579328885e-6,-5.37874855039706e-9,-9.080486539507018e-6,5.580106006266698e-8,-0.00018832322869986363,-0.0002492679131109733,2.7106935532982928e-5,-4.478271497085777e-5,4.480023953436938e-6,-1.6408085898045e-5,-1.6269724332822064e-5,3.1624485905208216e-9,-1.832272071169107e-10,2.332875501663467e-8,3.001619299675762e-6,-3.2032939170295976e-6,7.429535756021027e-6,9.030561374018928e-5,2.0981401657461787e-7,-5.1963778998426424e-5,6.376323255326085e-8,5.58096218409786e-7,5.968690006054059e-8,3.5127623746525173e-8,-0.01527239525704488,-0.0009299723492180781,0.0009136902342624924,3.597609557246825e-10,-1.3894020824106228e-7,1.952647778540168e-5
-4.1146534712099455e-7,-0.0008972743183361875,2.370474374411208e-8,2.859379003236314e-9,2.211248686504619e-9,2.4753616154781855e-8,-3.9421532422331343e-7,2.588102780054554e-6,0.0006268599841084034,7.444375596997237e-6,1.2250253221784514e-7,-2.7796635183069697e-6,-3.168819944634625e-7,9.505982758886308e-8,-1.801522423579208e-5,7.960175977192244e-5,-2.50838598443035e-6,-0.001666672883837022,1.2091880563118954e-6,-7.846705102229852e-7,-1.1525153254300765e-6,-1.6626664922215984e-6,1.661180703074551e-6,1.2947560147218907e-5,1.5651341462961859e-6,0.00022654602376906646,0.0002092516338709523,-2.047145519133273e-5,3.154905679682504e-5,-3.821754895238221e-6,-2.2915389061400394e-6,1.6020049493670212e-5,-7.142245575893369e-9,4.754748925197821e-9,-1.7808991510139153e-8,-5.208321158656168e-6,-5.56725525656753e-7,-3.421664687476244e-6,-3.783489662664412e-5,8.560155047962181e-7,0.00011752066125092756,3.682855460676271e-9,-2.2272951530009113e-6,4.05169818617709e-8,5.806935377358337e-9,0.009127460378084606,7.948803813069658e-5,-0.0009354882857939193,-8.319627925285021e-10,-3.0420691684474956e-9,2.2381458778769726e-5
-7.441880284146461e-7,-0.00019158514072609373,-5.361253350770277e-9,4.029887118545828e-9,4.690566990164387e-8,7.399804673815518e-8,-1.4452913968598544e-5,-6.663996199798937e-6,7.444375596997237e-6,0.006766348095283664,1.0316808033828533e-6,-8.177135231686287e-6,6.213873800708671e-7,-1.6765388542055245e-7,3.1316207404012804e-5,-0.0013178745117164007,-6.602399792376175e-6,-0.0012343676177455484,3.751298628397913e-6,9.067798688386583e-6,7.95953357015419e-6,-1.0651043386803671e-5,4.667602700111424e-6,5.72073616836511e-6,1.2054510529696057e-5,-2.7590042338713154e-6,3.0468652430980373e-5,-2.2802017056059967e-5,3.71440058763347e-5,3.525286207566609e-6,-5.5513679690290076e-5,7.035980386580248e-5,-1.4613987991737664e-8,6.373816716771993e-9,1.551291412309684e-8,-6.746143176822821e-6,5.421621241159933e-7,6.759667390740234e-7,3.23904900073313e-5,2.741912645353659e-6,9.563098076859262e-5,-4.567035896001185e-8,-8.580229009774892e-7,3.4887968919071204e-8,-3.825467247829347e-6,0.040827045934033024,0.0009809439691162139,-0.00011619068768290857,-1.0116432310818422e-10,8.655729082457726e-7,-9.25101626331892e-5
