"parameter_names","parameter_values"
sd_temp,0.08296628607678924
sd_ocean_heat,1.6754003621545897
sd_glaciers,4.9953747426055896e-5
sd_greenland,0.0002471736225053837
sd_antarctic,0.00020955767271863698
sd_gmsl,0.0029412840405335307
rho_temperature,0.6139801552784425
rho_ocean_heat,-0.7060141378403559
rho_glaciers,0.23137179210153266
rho_greenland,0.9191102778316309
rho_antarctic,0.9832340763239252
rho_gmsl,0.9990778422913504
temperature_0,0.041410495731588
ocean_heat_0,-28.5429225665296
thermal_s0,-0.0005229339459239275
greenland_v0,7.550725435863165
glaciers_v0,0.47525093569199395
glaciers_s0,0.02081879864117323
antarctic_s0,0.03132999046698644
heat_diffusivity,3.0089445675793134
rf_scale_aerosol,1.5590962901393595
climate_sensitivity,5.1398428420489966
thermal_alpha,0.27840117621911015
greenland_a,-0.9458038032140457
greenland_b,7.819058433723937
greenland_alpha,0.0008427706082500471
greenland_beta,0.00014390691951785516
glaciers_beta0,0.0010494859360634368
glaciers_n,0.8481605090823229
anto_alpha,0.4233110218090747
anto_beta,0.5219169153322442
antarctic_gamma,1.737449585709375
antarctic_alpha,0.07242235310814585
antarctic_mu,9.155432680185472
antarctic_nu,0.01483647847313214
antarctic_precip0,0.35434138836925944
antarctic_kappa,0.0672260088116763
antarctic_flow0,0.7867012906623847
antarctic_runoff_height0,1939.1449876221604
antarctic_c,71.87294420018762
antarctic_bed_height0,783.299044078952
antarctic_slope,0.0004956682964004685
antarctic_lambda,0.004770575742846864
antarctic_temp_threshold,-15.95854296279814
