"parameter_names","parameter_values"
sd_temp,0.08656320357690316
sd_ocean_heat,1.488494317393081
sd_glaciers,0.0005000955889405972
sd_greenland,0.00048307880784121375
sd_antarctic,0.0002560496103501023
sd_gmsl,0.00027713015153725404
rho_temperature,0.546678564933973
rho_ocean_heat,0.9817067167277265
rho_glaciers,-0.20990493306709365
rho_greenland,0.988025299835261
rho_antarctic,0.9420403457418659
rho_gmsl,0.42458378142535924
temperature_0,-0.016224105415037497
ocean_heat_0,-32.44549527867737
thermal_s0,-0.014360972945765979
greenland_v0,7.452008923657092
glaciers_v0,0.3696532610074595
glaciers_s0,0.03365728361808529
antarctic_s0,0.04388307337898832
heat_diffusivity,3.7700895225894318
rf_scale_aerosol,0.8877658439576449
climate_sensitivity,3.5460523550808407
thermal_alpha,0.11373604443593752
greenland_a,-0.030688453819226347
greenland_b,6.015798815922876
greenland_alpha,0.00013109639717005334
greenland_beta,0.00027554040736602634
glaciers_beta0,0.0010930189175969761
glaciers_n,0.7496715689304446
anto_alpha,0.3598990063906044
anto_beta,0.07353112474332887
antarctic_gamma,3.6489532707480774
antarctic_alpha,0.4347367233433283
antarctic_mu,12.83370183441953
antarctic_nu,0.01060203706840638
antarctic_precip0,-1.8597098921116944
antarctic_kappa,0.05874228935641517
antarctic_flow0,0.8258097250404236
antarctic_runoff_height0,1858.607291285977
antarctic_c,88.02437776592278
antarctic_bed_height0,744.2849222546105
antarctic_slope,0.0005421351723983375
antarctic_lambda,0.010720386801192559
antarctic_temp_threshold,-15.074518257439408
