Year,MAP Temperature
1850,-0.131801966
1851,-0.158879813
1852,-0.199599078
1853,-0.01558273
1854,-0.093280357
1855,-0.142475348
1856,-0.025824117
1857,-0.141258189
1858,-0.046032051
1859,0.120494331
1860,0.094591286
1861,-0.176623742
1862,-0.183109992
1863,-0.038256287
1864,0.155123964
1865,-0.138977834
1866,0.066918587
1867,0.067625649
1868,0.108687645
1869,0.01345808
1870,-0.044118913
1871,-0.012756664
1872,0.033226651
1873,0.008291843
1874,-0.149592187
1875,-0.07655685
1876,-0.209720735
1877,0.02221585
1878,-0.007469138
1879,0.227755813
1880,0.112343838
1881,0.129972042
1882,0.165347529
1883,0.054386325
1884,-0.334434706
1885,-0.443569719
1886,-0.286987573
1887,-0.152988379
1888,0.031106966
1889,0.101485286
1890,0.179773102
1891,0.115468965
1892,0.047284184
1893,0.040829385
1894,0.216012919
1895,0.152498235
1896,0.287970204
1897,0.086632666
1898,0.129465713
1899,0.045839918
1900,0.00487563
1901,-0.057730425
1902,-0.18039497
1903,0.144779368
1904,0.097682342
1905,0.070290001
1906,0.079123334
1907,0.073365024
1908,0.175852891
1909,0.225130504
1910,0.08148652
1911,0.174350239
1912,0.133246433
1913,0.05700802
1914,0.095234979
1915,-0.190778598
1916,0.031338161
1917,-0.107111536
1918,-0.164545418
1919,-0.145659952
1920,0.042789224
1921,-0.028051583
1922,-0.091538143
1923,0.034993127
1924,-0.053609248
1925,-0.21614749
1926,-0.046795882
1927,-0.069134851
1928,0.044392803
1929,0.029189912
1930,0.197004462
1931,0.174700939
1932,0.147709805
1933,0.051460339
1934,0.227882957
1935,0.3055479
1936,0.302256298
1937,0.198005947
1938,-0.0825572
1939,-0.210221557
1940,-0.064453135
1941,0.058389424
1942,0.099486634
1943,0.215208499
1944,0.235875187
1945,0.24791387
1946,0.200885491
1947,0.161093747
1948,0.208919937
1949,0.20545012
1950,0.132081621
1951,0.23290909
1952,0.110531895
1953,0.277443842
1954,0.262912485
1955,0.110589994
1956,0.134914609
1957,0.054969638
1958,-0.014139893
1959,0.014978343
1960,0.074465204
1961,0.243380315
