Year,MAP Ocean Heat
1850,-12.1097567
1851,-8.629176841
1852,1.05394811
1853,-30.5955524
1854,6.134850088
1855,-4.002808071
1856,-29.75050902
1857,-12.32778013
1858,-6.148549454
1859,4.113001415
1860,-9.86724718
1861,-12.55254724
1862,-26.27882514
1863,1.732678936
1864,-33.97699871
1865,4.417474165
1866,-37.24676024
1867,-14.94035739
1868,-17.64326914
1869,7.166855
1870,-24.4512182
1871,-27.5388927
1872,-30.29824067
1873,-23.63816289
1874,0.191074586
1875,-39.46383411
1876,-11.41333261
1877,-28.68631825
1878,-9.405393405
1879,-28.9821846
1880,-16.56019881
1881,-38.27643663
1882,-14.04370294
1883,-27.36553709
1884,-10.37368153
1885,-26.31807616
1886,0.403823277
1887,14.19986877
1888,-30.66939968
1889,-5.449517463
1890,-22.08952875
1891,-8.210510915
1892,-39.2269059
1893,-17.51246575
1894,3.19269457
1895,-39.86723507
1896,-18.72782874
1897,-5.082838841
1898,-26.31906717
1899,-12.20793471
1900,-7.700145894
1901,-18.24916008
1902,-33.89734083
1903,-37.66646102
1904,-31.42393347
1905,-14.77812186
1906,-18.12743126
1907,-25.54880307
1908,0.044942719
1909,-35.98041405
1910,-17.22580507
1911,4.381474195
1912,-2.241789121
1913,-17.28413432
1914,1.682811118
1915,-12.57432004
1916,-11.55270563
1917,-35.59496
1918,-0.10426981
1919,9.928239881
1920,6.480305678
1921,-20.74577317
1922,-1.505043797
1923,0.215969492
1924,0.67701688
1925,-0.728443512
1926,-7.208994384
1927,-32.8104302
1928,-26.55107763
1929,-24.12796348
1930,-25.0492908
1931,4.524887249
1932,4.257406685
1933,7.423354457
1934,-29.6888343
1935,-19.13629176
1936,4.835496129
1937,-32.84288845
1938,4.078750471
1939,8.780622389
1940,15.07579637
1941,6.327488772
1942,27.51613816
1943,-21.79124696
1944,-11.83722358
1945,19.17195447
1946,-24.72874197
1947,-19.14608489
1948,18.86496024
1949,-23.136338
1950,-35.74371788
1951,2.433496596
1952,-8.594073146
1953,-9.19730717
1954,-31.31070474
1955,4.211050302
1956,15.54351456
1957,-10.30553164
1958,6.451784069
1959,-2.967819104
1960,5.497316019
1961,-8.629233355
1962,-6.835885811
1963,5.873897743
1964,-1.097648618
1965,-7.868680932
1966,-12.44722584
1967,-7.029439949
1968,-16.14196062
1969,-10.16273528
1970,-10.28883149
1971,-8.18753894
1972,-20.37918891
1973,-6.24303918
1974,-3.598151146
1975,4.727699937
1976,25.07342118
1977,-26.05347391
1978,1.360869832
1979,-10.0163081
1980,-8.179600992
1981,-4.966643444
1982,-5.683852218
1983,14.55524507
1984,2.354442586
1985,-26.40336845
1986,-2.746545138
1987,-4.494113016
1988,1.896832924
1989,12.59827947
1990,7.080258501
1991,-2.909276566
1992,-0.702096291
1993,-5.355668645
1994,3.887096353
1995,7.3351697
1996,8.128104124
1997,16.59246545
1998,13.89604581
1999,7.668556762
2000,11.22554037
2001,13.82011839
2002,20.51488304
2003,16.55746588
2004,29.64562479
2005,17.73934348
2006,25.64608862
2007,10.46638783
2008,27.52945749
2009,16.53923077
2010,19.29646751
2011,25.2022889
2012,30.98895795
2013,33.52094041
2014,28.1396711
2015,34.10262227
2016,45.44596426
2017,52.75637778
2018,45.71396754
2019,39.06731134
2020,39.25827513
2021,42.88739727
2022,57.15888261
2023,44.54731964
2024,48.32341553
2025,60.59741084
2026,53.34214462
2027,58.57569676
2028,63.20616171
2029,53.3052685
2030,50.90914803
2031,55.54391235
2032,64.77815316
2033,70.58419003
2034,55.58208968
2035,74.81586561
2036,75.69016227
2037,72.17867536
2038,58.54654367
2039,74.85600474
2040,77.38769664
2041,83.5346153
2042,82.76008041
2043,83.47492732
2044,104.4826138
2045,92.64658719
2046,104.4030563
2047,92.95284705
2048,116.8712704
2049,112.1556682
2050,109.8401106
2051,117.8841523
2052,117.1793516
2053,107.905499
2054,123.6347181
2055,120.2488519
2056,117.0271738
2057,122.1547978
2058,138.4616297
2059,119.8330505
2060,152.5029015
2061,138.7335564
2062,133.0356366
2063,136.1711543
2064,140.3589788
2065,145.449515
2066,152.6246895
2067,160.211474
2068,149.8719193
2069,157.1153415
2070,156.0423614
2071,161.8204868
2072,160.1810478
2073,160.2475924
2074,167.180391
2075,171.5757713
2076,175.2165662
2077,180.7449949
2078,175.2838552
2079,182.1615098
2080,177.3226391
2081,181.5136581
2082,195.2513989
2083,192.5236223
2084,176.0702943
2085,186.293527
2086,201.7489512
2087,203.3398457
2088,207.7076415
2089,201.2625049
2090,217.2336065
2091,212.9752467
2092,219.2459864
2093,217.886214
2094,229.6896147
2095,228.8524138
2096,236.9534259
2097,242.1004238
2098,244.5815199
2099,237.6360844
2100,247.8573844
2101,247.6001526
2102,251.9642434
2103,249.0447076
2104,254.0660539
2105,265.6492325
2106,263.1412176
2107,271.3577688
2108,267.0804052
2109,260.3995637
2110,284.632434
2111,272.2847858
2112,292.0132312
2113,278.59474
2114,281.8250185
2115,288.4559019
2116,290.6747379
2117,295.4783186
2118,292.358987
2119,303.9015396
2120,310.0443439
2121,305.7887207
2122,309.4603602
2123,308.7400148
2124,312.1691168
2125,339.3459619
2126,333.823551
2127,333.86507
2128,332.881017
2129,331.7760198
2130,332.0450636
2131,340.6596944
2132,333.8548885
2133,356.1222026
2134,332.5795763
2135,360.9419807
2136,360.2830162
2137,369.4987385
2138,350.4606977
2139,358.0723239
2140,373.6525442
2141,364.3938947
2142,366.9967916
2143,387.6465597
2144,374.9482996
2145,367.2825563
2146,381.8794221
2147,380.4790194
2148,390.0078304
2149,403.1487991
2150,409.3795516
2151,403.133648
2152,407.4395146
2153,401.909846
2154,406.6692335
2155,419.3251083
2156,419.6082909
2157,425.3856533
2158,410.6338589
2159,431.8231481
2160,436.5457788
2161,437.5968099
2162,438.6074305
2163,436.094299
2164,443.0448005
2165,443.4593802
2166,449.6878556
2167,455.6278121
2168,446.4104034
2169,460.5670302
2170,471.9594933
2171,471.1799563
2172,472.8408792
2173,462.8775682
2174,482.5273687
2175,487.9638096
2176,492.3560759
2177,475.9212874
2178,482.4930599
2179,495.8359937
2180,490.7667421
2181,493.6008001
2182,500.5845164
2183,507.4005643
2184,494.8807711
2185,513.8832884
2186,501.8612591
2187,508.6573391
2188,509.2832747
2189,506.8144302
2190,523.6615464
2191,532.9667368
2192,526.6380708
2193,523.8947369
2194,524.3320781
2195,530.6627538
2196,543.4636939
2197,534.5403472
2198,540.1449991
2199,545.2198867
2200,539.4365413
2201,544.3540036
2202,547.4129021
2203,537.9200552
2204,544.1811214
2205,552.3569038
2206,554.2944946
2207,555.468949
2208,564.6448538
2209,558.3614316
2210,558.3299989
2211,566.8850331
2212,562.3439261
2213,571.4424777
2214,573.5141114
2215,584.7373012
2216,588.0636882
2217,591.5711403
2218,561.0907255
2219,583.9794106
2220,572.059262
2221,573.4330221
2222,586.2264675
2223,597.9680368
2224,597.865301
2225,597.3373287
2226,587.4676992
2227,611.3456644
2228,606.6861106
2229,610.5304106
2230,606.6936197
2231,623.7125499
2232,600.7794039
2233,605.8980921
2234,606.7516585
2235,615.8630905
2236,621.5133579
2237,620.0227713
2238,611.8726726
2239,635.705142
2240,637.6035862
2241,639.5050002
2242,637.0289673
2243,634.6105821
2244,639.6720775
2245,633.7278176
2246,636.4874069
2247,656.4858979
2248,651.3028037
2249,640.8038068
2250,639.6374304
2251,657.2470884
2252,642.2739799
2253,639.0117323
2254,665.1291906
2255,665.8056871
2256,668.399225
2257,656.0331178
2258,672.5484171
2259,673.4874432
2260,660.6171192
2261,677.4516734
2262,685.7590731
2263,674.2667938
2264,681.6197287
2265,676.1933889
2266,681.4398411
2267,692.461101
2268,689.8756162
2269,677.5526912
2270,694.7473565
2271,696.7943753
2272,702.9538215
2273,702.1679956
2274,697.5922506
2275,700.7537763
2276,693.6429879
2277,688.7889413
2278,700.3885246
2279,710.5404975
2280,704.500291
2281,702.7578581
2282,713.432322
2283,699.3047186
2284,704.6951024
2285,709.5789871
2286,713.2911964
2287,715.2493522
2288,718.1814708
2289,719.8737805
2290,710.1370589
2291,737.7520918
2292,732.3642206
2293,719.2896044
2294,741.9056191
2295,732.1392377
2296,732.4822898
2297,723.5414222
2298,747.2203256
2299,745.4012522
2300,735.0793138
