Year,MAP Ocean Heat
1850.0,-33.041187820885135
1851.0,-33.012709557067026
1852.0,-32.854819341266406
1853.0,-46.575946644176106
1854.0,-1.4224658873989746
1855.0,-9.970096206253714
1856.0,-29.821872872223135
1857.0,-12.811630321349906
1858.0,-13.834735931525804
1859.0,-25.29495669055661
1860.0,-16.727432379805194
1861.0,-34.031910933857944
1862.0,-24.131424273931497
1863.0,-26.28267877355149
1864.0,-38.886302579445584
1865.0,-8.173741696154627
1866.0,-0.021895208332647798
1867.0,-10.814652822147831
1868.0,-32.67234991256823
1869.0,-22.979026705932093
1870.0,-26.681122473401945
1871.0,-24.76432780886872
1872.0,-8.314185553184213
1873.0,-16.29578416642994
1874.0,-9.163871969545962
1875.0,-39.93842415975743
1876.0,-24.16660312944703
1877.0,9.437639894857586
1878.0,-5.646101544113101
1879.0,-7.854179187629667
1880.0,-5.7284014559837
1881.0,-23.935959558639873
1882.0,-33.33552979909161
1883.0,-35.5762003765407
1884.0,-12.52271235506927
1885.0,-37.877817116938544
1886.0,-39.1000818173204
1887.0,-32.32861245618787
1888.0,-50.85742409920676
1889.0,-33.48631098358102
1890.0,-45.73317481919067
1891.0,-34.608331792211935
1892.0,-26.476786304292457
1893.0,-41.9420132762235
1894.0,-34.98806181775144
1895.0,-28.057520470590116
1896.0,-29.16815718892648
1897.0,-54.95711417855374
1898.0,-53.4035416698585
1899.0,-2.8254763801199516
1900.0,-19.602665395019383
1901.0,-21.58987656715817
1902.0,-15.75497025722509
1903.0,-3.875764963193138
1904.0,-16.12418753610013
1905.0,-25.743512139510973
1906.0,9.662608044942465
1907.0,-1.7838072104095986
1908.0,-30.833821650713436
1909.0,-32.55901794946185
1910.0,-20.59612636369234
1911.0,-19.09311297701449
1912.0,-49.47950070072728
1913.0,-16.81903209282117
1914.0,2.503373720923289
1915.0,-36.64784193797637
1916.0,-2.6877350748376116
1917.0,-7.833916901132524
1918.0,-15.331597538753028
1919.0,0.7447805844649587
1920.0,-32.86935964417344
1921.0,-23.819396706954652
1922.0,11.086764252993644
1923.0,-16.800772150657362
1924.0,-17.569898699455663
1925.0,-23.811845995859738
1926.0,-12.263345642978363
1927.0,-4.253718028753855
1928.0,-7.761458310432923
1929.0,-16.33471305531412
1930.0,-2.7156161633710205
1931.0,-6.370657542176524
1932.0,-40.85170061084881
1933.0,-22.94414397245782
1934.0,-23.91094251179356
1935.0,-26.855300416976142
1936.0,-25.928151453420647
1937.0,-23.80245415871485
1938.0,-35.59053040621113
1939.0,-18.960141755478325
1940.0,-11.307077075772682
1941.0,6.629598861840069
1942.0,8.432104107871488
1943.0,-9.393355710426722
1944.0,-12.22530725326232
1945.0,-20.872661147794684
1946.0,-10.437542096139694
1947.0,-17.12295820511416
1948.0,-27.09766380491176
1949.0,-20.89264203329411
1950.0,-17.481977695439234
1951.0,-27.735850333534863
1952.0,-28.3755762268688
1953.0,-16.447982868517514
1954.0,-28.788829525089724
1955.0,-2.6696934606269913
1956.0,3.085083089833784
1957.0,11.511988430583887
1958.0,-24.635273324354205
1959.0,36.53850655700549
1960.0,-3.376983327273898
1961.0,6.538380645633314
1962.0,-4.435506825774219
1963.0,-12.742810204829135
1964.0,-4.313995851282176
1965.0,-10.487866098578616
1966.0,-20.05322820834805
1967.0,-13.2276579746963
1968.0,-5.834070421587366
1969.0,-25.009961780983595
1970.0,-18.709385650869898
1971.0,4.058971446053185
1972.0,-4.445059885037942
1973.0,-27.82949911381422
1974.0,3.6852400444471023
1975.0,12.956594240372642
1976.0,2.2524903634442097
1977.0,-0.5972652692137501
1978.0,1.5498059004923483
1979.0,0.1843486779004202
1980.0,3.519773617328525
1981.0,-3.416550792625909
1982.0,0.5046448201744624
1983.0,-4.625919024252227
1984.0,-16.860247490189042
1985.0,-5.652127444884474
1986.0,5.9124968794047135
1987.0,-4.167680163737007
1988.0,-6.447984640622668
1989.0,-14.882210133578116
1990.0,-12.03829133618598
1991.0,3.2200162689746286
1992.0,2.0465766487464343
1993.0,12.907130746705914
1994.0,5.862962134889056
1995.0,12.712436930919171
1996.0,0.01176205725235846
1997.0,17.634970788977494
1998.0,8.551498010966288
1999.0,17.84279748081072
2000.0,14.81560563691163
2001.0,20.62425042041907
2002.0,25.670261005611746
2003.0,28.677174415249663
2004.0,33.445679215259105
2005.0,24.405130003879652
2006.0,25.243945765473907
2007.0,18.058022293898983
2008.0,20.455666385167813
2009.0,19.58810662211086
2010.0,26.565620773824936
2011.0,27.773664591942826
2012.0,27.349597921157493
2013.0,21.420533027058458
2014.0,34.60241700504669
2015.0,29.081591199054937
2016.0,18.16156801994632
2017.0,46.86002046874272
2018.0,47.05046540853056
2019.0,47.47839380997405
2020.0,44.64999348469695
2021.0,41.46827611499684
2022.0,43.0373613989844
2023.0,46.49111854462012
2024.0,57.21534733131851
2025.0,48.887860016769
2026.0,42.118502073003526
2027.0,63.40913391322421
2028.0,63.5096594229679
2029.0,62.09198856337581
2030.0,64.80112673264573
2031.0,63.01132487117924
2032.0,75.1253299005088
2033.0,73.05037028521338
