Year,MAP Temperature
1850,0.052153107
1851,-0.269787529
1852,-0.381704825
1853,0.108078764
1854,-0.151383744
1855,-0.248074689
1856,-0.034334736
1857,-0.272636511
1858,-0.201289541
1859,-0.295107512
1860,-0.055262815
1861,-0.082783589
1862,0.126422877
1863,-0.258317448
1864,-0.081722457
1865,0.033737063
1866,0.092883924
1867,0.212921479
1868,0.357046524
1869,-0.00095117
1870,0.176957197
1871,-0.023399532
1872,-0.047684404
1873,-0.038554926
1874,0.029615648
1875,0.263912497
1876,0.184395357
1877,0.068543501
1878,0.005937401
1879,-0.006534917
1880,0.068028197
1881,-0.091616209
1882,-0.027754501
1883,-0.016985567
1884,-0.191875883
1885,-0.414609332
1886,-0.158810519
1887,-0.171361565
1888,-0.105759613
1889,-0.170697086
1890,-0.081016346
1891,-0.19136678
1892,-0.009402653
1893,0.036883117
1894,0.087226463
1895,-0.042824835
1896,-0.038784865
1897,0.011314587
1898,0.095087346
1899,0.126627501
1900,0.189454863
1901,-0.060490111
1902,0.024014725
1903,-0.054497657
1904,-0.06337401
1905,-0.205650045
1906,-0.111955925
1907,-0.19400343
1908,-0.084128769
1909,-0.11433017
1910,-0.093480194
1911,-0.156917828
1912,-0.219534536
1913,-0.089891678
1914,-0.092047432
1915,0.022970818
1916,-0.103741357
1917,-0.059023817
1918,0.041186161
1919,0.144924122
1920,-0.017524266
1921,0.00456188
1922,0.002315422
1923,-0.0240683
1924,0.010767311
1925,-0.061305805
1926,0.164023317
1927,0.05082885
1928,-0.07122896
1929,-0.01503035
1930,0.076343415
1931,0.084015363
1932,-0.166309097
1933,-0.087932223
1934,-0.151932746
1935,0.029390309
1936,0.055942187
1937,0.036680567
1938,0.071507622
1939,-0.004390498
1940,0.144719955
1941,-0.077209519
1942,0.053170893
1943,0.088518158
1944,0.206240464
1945,0.264470409
1946,0.230338765
1947,0.291636675
1948,0.298337944
1949,0.276741775
1950,0.214914522
1951,0.210690641
1952,0.119438265
1953,0.120248301
1954,0.102667534
1955,0.196040655
1956,0.065305571
1957,0.100958208
1958,0.275951371
1959,0.264705578
1960,0.122473005
1961,0.209245119
1962,0.278372986
1963,0.204971952
1964,0.021992882
1965,-0.069754647
1966,-0.014889333
1967,0.155705403
1968,0.103106767
1969,0.01935453
1970,0.076324656
1971,0.316141236
1972,0.372298682
1973,0.304887939
1974,0.134164638
1975,0.224074167
1976,0.233954854
1977,0.283354447
1978,0.344276751
1979,0.337544977
1980,0.254361751
1981,0.339535384
1982,0.349232792
1983,0.208728255
1984,0.229483277
1985,0.22296364
1986,0.363836332
1987,0.273748472
1988,0.205783057
1989,0.396074922
1990,0.450314948
1991,0.508984895
1992,0.308824816
1993,0.300220781
1994,0.268325553
1995,0.454882483
1996,0.472322335
1997,0.489766252
1998,0.475782714
1999,0.617557908
2000,0.700073262
2001,0.671347887
2002,0.785161599
2003,0.698585307
2004,0.830325885
2005,0.728661937
2006,0.724448524
2007,0.872190177
2008,0.930177358
2009,1.028850927
2010,1.004551093
2011,0.887419876
2012,0.832388473
2013,1.043705114
2014,0.877203721
2015,0.901578884
2016,0.908075617
2017,0.995780642
2018,1.034091589
2019,1.063841345
2020,1.079210893
2021,1.118234889
2022,1.212792169
2023,1.134777848
2024,1.337700102
2025,1.306596826
2026,1.091792714
2027,1.422515153
2028,1.431072038
2029,1.343896153
2030,1.155086135
2031,1.194988355
2032,1.233343573
2033,1.246324006
2034,1.376206823
2035,1.369840537
2036,1.413744586
2037,1.355752538
2038,1.34532297
2039,1.416670462
2040,1.384605255
2041,1.470597949
2042,1.561192311
2043,1.544918275
2044,1.463935325
2045,1.488168827
2046,1.461313542
2047,1.407903569
2048,1.417294832
2049,1.382652539
2050,1.392183833
2051,1.586256979
2052,1.450386618
2053,1.403809741
2054,1.359093078
2055,1.620873252
2056,1.416561193
2057,1.310518272
2058,1.45496538
2059,1.594413994
2060,1.500629557
2061,1.471430981
2062,1.320574951
2063,1.449685842
2064,1.445890805
2065,1.295694859
2066,1.294249675
2067,1.41309801
2068,1.39346986
2069,1.410447981
2070,1.216192317
2071,1.343714
2072,1.192457034
2073,1.463999556
2074,1.421476214
2075,1.468544316
2076,1.299944784
2077,1.124831517
2078,1.331361457
2079,1.385924781
2080,1.335105554
2081,1.294621805
2082,1.170090154
2083,1.262377497
2084,1.026614111
2085,1.169567515
2086,1.044223128
2087,1.18111127
2088,1.111523377
2089,1.044734986
2090,1.158666294
2091,1.253243737
2092,1.246055253
2093,1.06017829
2094,1.122864448
2095,1.189238403
2096,1.084093364
2097,0.997308713
2098,0.991060456
2099,1.05781686
2100,1.105939847
2101,1.090521674
2102,1.121797404
