Year,MAP Ocean Heat
1850,-35.3945049
1851,-43.63047846
1852,-25.74362658
1853,-8.738169329
1854,-1.093916749
1855,-11.21634405
1856,-7.898013798
1857,-18.77969413
1858,-32.15499451
1859,-11.68203532
1860,-18.18852213
1861,-20.85054846
1862,-17.31513056
1863,-33.13489511
1864,-30.23695717
1865,-26.61509702
1866,-34.18880808
1867,-2.06080054
1868,-23.09596616
1869,-17.47108835
1870,-6.491889396
1871,-7.3021773
1872,3.245891728
1873,-13.51624224
1874,-6.81375122
1875,-5.473875482
1876,-15.60738096
1877,-3.11935714
1878,-12.85519666
1879,-12.22816108
1880,4.345278477
1881,10.47044623
1882,-7.302876159
1883,-23.39625759
1884,-20.82173838
1885,-28.58895627
1886,2.996219691
1887,-7.418862166
1888,-3.764309228
1889,-17.01056338
1890,-33.51204911
1891,-24.8034032
1892,-20.39908478
1893,-16.02278041
1894,-2.758011811
1895,-33.10985881
1896,-14.55296889
1897,-3.043652936
1898,-24.56233214
1899,-12.2282983
1900,4.689291056
1901,4.613281155
1902,-6.354377752
1903,-4.637992597
1904,-38.39249832
1905,-18.33910787
1906,-2.833714387
1907,-9.339453016
1908,-19.39965102
1909,-6.419672027
1910,0.124923423
1911,-8.472309736
1912,-8.40368058
1913,-24.03196831
1914,-19.12575065
1915,-12.67245172
1916,-19.6797908
1917,-27.59613277
1918,-35.63179313
1919,-30.17814721
1920,-15.51045099
1921,-20.78022578
1922,-10.32578882
1923,-10.82139432
1924,-23.43689791
1925,-34.07518153
1926,-21.46175026
1927,-0.813832924
1928,-15.88808838
1929,-12.10180774
1930,-16.642987
1931,-14.56448091
1932,-36.49759513
1933,-8.031432681
1934,-5.60350673
1935,5.00032892
1936,-5.142494058
1937,-6.544784847
1938,-17.68719359
1939,-10.55391996
1940,15.18975705
1941,-18.79363083
1942,16.64435651
1943,-13.91767126
1944,10.63394209
1945,-2.432687031
1946,31.26646249
1947,15.83208959
1948,6.329627874
1949,-3.520448982
1950,6.408625448
1951,41.26115919
1952,-4.599025125
1953,3.498075969
1954,-10.36338305
1955,3.627350174
1956,-29.5476627
1957,-6.878125708
1958,-23.61815103
1959,4.79363103
1960,-13.19518295
1961,5.477264336
1962,-5.818374916
1963,-11.58393766
1964,-25.3578969
1965,-17.23109644
1966,-10.00608517
1967,-10.68008404
1968,-7.581900481
1969,-4.729250598
1970,-12.52301195
1971,-8.096941729
1972,2.088443868
1973,7.370986172
1974,-11.35712756
1975,-9.975458432
1976,-11.1656374
1977,-7.841708826
1978,5.181721997
1979,-9.524797678
1980,-8.994262038
1981,-5.822786902
1982,-1.253696393
1983,4.071796249
1984,-1.902880862
1985,-2.004172326
1986,-11.07358397
1987,-2.305056988
1988,-8.297617983
1989,-2.651117983
1990,2.203807501
1991,4.637192921
1992,2.386013187
1993,-4.822405739
1994,4.333572981
1995,5.435006232
1996,15.24706457
1997,13.07624761
1998,8.98477481
1999,17.61221689
2000,27.71831658
