Year,MAP Temperature
1850,-0.043756392
1851,-0.076273366
1852,0.121283343
1853,-0.002982332
1854,-0.093212173
1855,-0.293487117
1856,-0.054981481
1857,-0.192036335
1858,-0.135193168
1859,-0.122265656
1860,-0.085727089
1861,0.005436004
1862,-0.029684398
1863,-0.079459686
1864,0.085535348
1865,-0.001314344
1866,0.021560846
1867,0.040140747
1868,0.100018748
1869,0.028458847
1870,0.224224848
1871,0.171865955
1872,0.147517636
1873,-0.109376715
1874,0.038923248
1875,-0.099426095
1876,-0.209435936
1877,0.014663781
1878,-0.179251575
1879,-0.102963205
1880,-0.024483107
1881,-0.060467323
1882,-0.320182556
1883,-0.131044327
1884,-0.300604259
1885,-0.234668486
1886,-0.314588056
1887,-0.338979994
1888,-0.263290487
1889,-0.204671305
1890,-0.202754617
1891,-0.300793117
1892,-0.094723407
1893,-0.133878002
1894,-0.104890712
1895,-0.106673579
1896,-0.184392889
1897,-0.04882309
1898,-0.177473328
1899,-0.340572781
1900,-0.241204142
1901,-0.062624599
1902,0.131152252
1903,-0.008706285
1904,-0.261369809
1905,-0.132276007
1906,-0.096262317
1907,-0.037023639
1908,0.28408307
1909,0.283800536
1910,-0.031191008
1911,0.072024587
1912,-0.003519711
1913,-0.006501132
1914,-0.092434086
1915,-0.044257103
1916,-0.006557435
1917,-0.039810764
1918,0.04283098
1919,0.050703098
1920,0.033004102
1921,0.127117845
1922,0.087856437
1923,0.205125016
1924,0.024416059
1925,0.119623219
1926,0.096826755
1927,0.104291388
1928,0.030203874
1929,-0.003444979
1930,-0.055267431
1931,-0.015690364
1932,0.123447433
1933,0.025771654
1934,0.068948793
1935,0.05053913
1936,0.053744493
1937,0.242922167
1938,0.002066763
1939,0.101858859
1940,0.050120366
1941,0.101722789
1942,0.030650201
1943,0.109529631
1944,0.120884875
1945,-0.200252696
1946,0.090556728
1947,0.023232475
1948,0.142523921
1949,0.153040032
1950,0.09578616
1951,0.098321214
1952,0.167580858
1953,0.18619056
1954,0.312828935
1955,0.228978306
1956,0.210647534
1957,0.222734244
1958,0.17983871
1959,0.199313004
1960,0.29710637
1961,0.292538563
1962,0.342526976
1963,0.170558935
1964,-0.009222908
1965,-0.167360892
1966,-0.024214413
1967,0.181663267
1968,0.240686725
1969,0.054399904
1970,0.041341498
1971,0.211179083
1972,0.272592109
1973,0.267939867
1974,0.198759094
1975,0.332748702
1976,0.293516585
1977,0.141045381
1978,0.216629813
1979,0.271425198
1980,0.307396007
1981,0.101387624
1982,0.128542323
1983,0.152344595
1984,0.316883618
1985,0.363552964
1986,0.394631906
1987,0.498907927
1988,0.375277888
1989,0.4554928
1990,0.548232958
1991,0.374339014
1992,0.37663526
1993,0.170522847
1994,0.341625091
1995,0.586740211
1996,0.654169971
1997,0.579458234
1998,0.59775096
1999,0.826924452
2000,0.800749926
2001,0.743148072
2002,0.827691774
2003,0.775177891
2004,0.927619672
2005,0.820996419
2006,0.856232971
2007,0.770483041
2008,0.76505251
2009,0.887093425
