Year,MAP Temperature
1850,-0.048087641
1851,-0.361564007
1852,-0.159953284
1853,-0.146827947
1854,0.023049564
1855,-0.038780398
1856,-0.251846174
1857,0.182071348
1858,0.087043701
1859,0.010093435
1860,0.159872052
1861,0.06010476
1862,-0.039086568
1863,-0.070719226
1864,0.085998806
1865,-0.005095806
1866,0.028239657
1867,0.210082117
1868,-0.133799782
1869,-0.147568408
1870,-0.220884477
1871,0.058845789
1872,0.134098328
1873,-0.03233901
1874,-0.142257833
1875,-0.055525638
1876,-0.0024825
1877,0.118147726
1878,0.057733149
1879,0.217954976
1880,0.013680194
1881,-0.041631774
1882,0.012514664
1883,0.166494152
1884,-0.042882166
1885,-0.280447502
1886,-0.214418728
1887,0.056143462
1888,-0.007457303
1889,-0.009220989
1890,-0.284924076
1891,-0.031971047
1892,-0.065602057
1893,-0.161853231
1894,-0.062953635
1895,0.049903971
1896,0.162437162
1897,0.102831902
1898,0.045666078
1899,-0.024920917
1900,-0.147755751
1901,0.182569914
1902,0.000200247
1903,-0.086700038
1904,-0.199062562
1905,-0.132767719
1906,-0.027898027
1907,-0.185769251
1908,-0.154337949
1909,0.032625852
1910,0.071609394
1911,-0.088825534
1912,-0.027242977
1913,0.078025528
1914,-0.154003206
1915,-0.021321945
1916,0.116828522
1917,0.004935004
1918,0.063734658
1919,0.098728698
1920,0.045421413
1921,-0.039254071
1922,-0.190573484
1923,-0.068148015
1924,-0.033259631
1925,0.19407263
1926,-0.054550542
1927,-0.096804096
1928,0.143358779
1929,0.082458842
1930,0.212958709
1931,0.066151895
1932,0.261172186
1933,-0.008526614
1934,0.145822889
1935,0.147387339
1936,0.031066358
1937,-0.004727536
1938,0.057991603
1939,0.095994156
1940,0.105579106
1941,0.055653261
1942,0.002353544
1943,0.146931083
1944,0.20727402
1945,0.227594449
1946,0.059159957
1947,0.261287913
1948,0.202438603
1949,0.305559914
1950,0.391518889
1951,0.159901061
1952,0.170783065
1953,0.190753702
1954,0.207689638
1955,0.335089062
1956,0.223302805
1957,0.160540975
1958,0.121140556
1959,0.131882358
1960,0.176570745
1961,0.241283446
1962,0.189316431
1963,0.184373582
1964,0.132525369
1965,0.145924733
1966,0.018479004
1967,0.173324271
1968,0.012783271
1969,0.104130961
1970,0.171962412
1971,0.15650056
1972,0.189113532
1973,0.273942379
1974,0.303301287
1975,0.168040355
1976,0.297142661
1977,0.223382825
1978,0.287669583
1979,0.312453602
1980,0.407823459
1981,0.380420697
1982,0.496802758
1983,0.446824847
1984,0.226667162
1985,0.424810249
1986,0.253918628
1987,0.421079688
1988,0.311018043
1989,0.466956011
1990,0.440314454
1991,0.280675893
1992,-0.021033417
1993,0.087431011
1994,0.26377515
1995,0.267501634
1996,0.500439383
1997,0.451668656
1998,0.503681596
1999,0.665676374
2000,0.544602639
2001,0.695551081
2002,0.703069192
2003,0.833066759
2004,0.996091312
2005,1.143920685
2006,1.130463351
2007,1.115182685
2008,1.111532931
2009,1.040503729
2010,0.92553569
2011,1.038806691
2012,0.922979752
2013,0.919757985
2014,1.083369112
2015,0.936380989
2016,0.967369497
2017,1.120942253
2018,1.240600267
2019,1.224064561
2020,1.316262097
2021,1.295760873
2022,1.272685873
2023,1.317945155
2024,1.187272847
2025,1.390751965
2026,1.249885429
2027,1.224359362
2028,1.173885863
2029,1.309002726
2030,1.43720663
2031,1.593726657
2032,1.61831964
2033,1.564336546
2034,1.549264212
2035,1.666471439
2036,1.629085833
2037,1.771850426
2038,1.596458512
2039,1.771540082
2040,1.757356504
2041,1.875264216
2042,1.847334221
2043,1.898212475
2044,1.843724016
2045,1.822498553
2046,1.85785769
2047,1.957361002
2048,1.821041437
2049,1.815831169
2050,1.921606496
2051,1.845896103
2052,1.901568316
2053,2.14775896
2054,2.248678658
2055,2.305720614
2056,2.229044219
2057,2.328896611
2058,2.438293988
2059,2.393216265
2060,2.552249567
2061,2.640118051
2062,2.695199688
2063,2.715172976
2064,2.669788611
2065,2.607902438
2066,2.679590125
2067,2.645934384
2068,2.751340139
2069,2.768636568
2070,2.764625396
2071,2.832349746
2072,2.807370341
2073,2.895042015
2074,3.100109923
2075,3.124877169
2076,3.12084819
2077,3.103050737
2078,3.14298161
2079,3.362314273
2080,3.241226045
2081,3.356506851
2082,3.472900731
2083,3.518975129
2084,3.49638839
2085,3.526560427
2086,3.603192262
2087,3.558649834
2088,3.536824398
2089,3.589326157
2090,3.694196509
2091,3.800737231
2092,3.894272482
2093,3.872158298
2094,4.050810057
2095,4.001223238
2096,4.209884592
2097,4.027988025
2098,3.982392406
2099,4.132982394
2100,4.084026246
2101,4.165997947
2102,4.119510544
2103,4.315039691
2104,4.117275735
2105,4.228613957
2106,4.413964606
2107,4.372489889
2108,4.348372151
2109,4.487402078
2110,4.483615047
2111,4.634551715
2112,4.501925941
2113,4.576710378
2114,4.68754706
2115,4.663652247
2116,4.566778195
2117,4.811056385
2118,4.761353511
2119,4.795700374
2120,4.639889769
2121,4.892332315
2122,4.795611093
2123,4.906064522
2124,4.878324538
2125,4.973832813
2126,4.993842875
2127,5.074702922
2128,5.165709125
2129,5.148957448
2130,5.131001081
2131,5.164910271
2132,5.251339481
2133,5.182254082
2134,5.182010812
2135,5.259784621
2136,5.091263255
2137,5.201512247
2138,5.351599088
2139,5.362295514
2140,5.325767389
2141,5.312080547
2142,5.448443245
2143,5.493776439
2144,5.508889491
2145,5.463160889
2146,5.468146889
2147,5.454191983
2148,5.404957756
2149,5.421421919
2150,5.470354341
2151,5.582330549
2152,5.60015003
2153,5.567473678
2154,5.640149977
2155,5.544626883
2156,5.535313143
2157,5.530326309
2158,5.480426368
2159,5.436569073
2160,5.693278065
2161,5.649159642
2162,5.815386647
2163,5.823232058
2164,5.524378314
2165,5.825332153
2166,5.894613135
2167,5.797417733
2168,5.943361397
2169,5.852766112
2170,5.767968643
2171,5.661248277
2172,5.764280276
