"log_post"
1262.0017081534963
1258.9854445112874
1261.9577349607011
1262.537910346286
1260.0984693332632
1260.1493216585588
1261.593193975773
1260.6245605160295
1261.1677668015825
1262.0477199700247
1263.7774095665113
1264.5816778757273
1261.5499028350764
1262.795929048305
1254.099531027258
1265.7464735129784
1265.0807630638828
1256.9794737753282
1264.2980868033915
1263.5199663406884
1265.7023188317212
1264.8086323775142
1259.507426574378
1260.5211545835505
1262.98744331235
1265.4728538186507
1261.6560706861276
1256.4924721271825
1263.758552060667
1257.4768240902515
1262.0142115213196
1260.3028486072003
1254.4092296003548
1259.418794162157
1263.4951061144404
1261.555498355861
1261.6917732406876
1257.1462990917948
1263.4433199605276
1262.4271674990623
1266.912760881622
1258.431457218128
1265.4359101705102
1260.3229578312003
1263.1363508506045
1256.918106806866
1261.6397848711918
1262.7057642128357
1259.9616680598808
1260.5832042933612
1261.949476688582
1259.0561375221896
1261.716518300546
1261.7811817542304
1257.928578829421
1262.9638926322655
1257.4523121191012
1264.0830508523377
1266.4972625085293
1263.6651130607856
1266.348244049656
1267.6244363987216
1255.3351033300814
1254.9511374377757
1261.6845914123319
1262.8840890098033
1265.685640139405
1262.7788220175426
1261.6409989489587
1265.6067956366114
1263.1045386278079
1261.5953788593752
1263.1902712034905
1262.9875417461114
1263.1307999936928
1261.8480594337616
1260.2143499046235
1259.5942182659458
1263.3654611385173
1257.6486390686186
1259.918965718585
1262.6960580974692
1265.1649556474333
1261.5170024717313
1257.7358679956753
1266.8184474614693
1262.0317782552395
1267.6864430170463
1261.757733861613
1261.904017935585
1260.3882089289593
1264.983843106858
1255.8057145995824
1268.4325396673207
1265.4893048119309
1268.1399982830114
1261.3750892042706
1262.062270438357
1266.2234075484255
1255.976579909223
1260.9063302027616
1261.80491114769
1264.6794573052591
1265.8119060381928
1261.5439050789212
1262.7168298535248
1265.2073301721468
1264.5376428695106
1265.4253977605983
1266.792485748513
1267.2288447091735
1256.8748237033715
1263.1927906840847
1263.0232535634234
1263.2600794752918
1262.23520413943
1263.2339617239306
1256.9104186195125
1249.8214845786654
1261.3270654383384
1263.0203987908992
1254.6075042973007
1249.718203380917
1263.4455944283247
1263.9262328509942
1264.5202063029958
1266.241948285512
1259.0632212128742
1265.218862822327
1263.5019935214832
1261.4548510616169
1266.444147534028
1265.0037439935847
1258.6512313167404
1262.162409715429
1254.034657854524
1265.1459341670911
1259.6537822423293
1256.704418200294
1262.250421368741
1259.31876390631
1264.9985644778096
1261.8951322024807
1266.2023829565069
1265.8471020761713
1262.4168044394823
1263.163262364842
1265.3681654027007
1259.093527505242
1264.6606114936685
1262.8070197771244
1259.8743086796246
1257.548661988303
1265.4686532330134
1260.2936558568758
1263.0223774739507
1260.0619916965338
1260.8250742699474
1262.296327716174
1261.6351013622923
1262.9452018553814
1262.5045839066881
1266.7592364313734
1260.917160102464
1258.6302555021737
1264.187970836394
1260.363219287785
1262.6537177663454
1260.4016384812712
1260.683532119313
1264.6743847730052
1259.3460902775398
1262.6031500512947
1258.8510074436056
1261.734705028194
1258.4912261944899
1263.5096338230571
1261.4060079938906
1260.1210546917223
