Year,MAP Ocean Heat
1850,-36.15417985
1851,-16.380941
1852,-26.00268247
1853,-44.08487132
1854,-13.05177823
1855,-31.26158301
1856,-43.22902824
1857,-18.10654917
1858,-30.35825751
1859,-41.84643948
1860,-18.27359942
1861,-16.11424112
1862,-7.984679082
1863,-34.27828389
1864,-18.40605244
1865,-15.35918247
1866,-36.8956415
1867,-27.2258108
1868,-34.55165697
1869,-25.38911672
1870,-27.75157395
1871,-14.01335311
1872,-13.33594057
1873,-37.43083565
1874,-9.768538225
1875,-18.3039136
1876,-7.812209742
1877,-2.659372048
1878,-10.14550078
1879,-18.70944151
1880,-0.872374758
1881,-1.273251183
1882,-17.64578868
1883,8.182875559
1884,6.880978674
1885,-20.61754876
1886,2.019572034
1887,-19.61542311
1888,-21.12837898
1889,-41.38371574
1890,-32.26446562
1891,-24.01942828
1892,-16.73606374
1893,-5.134931407
1894,-8.80500473
1895,-14.47283446
1896,-20.20038125
1897,-44.04833225
1898,-10.99302745
1899,-31.79208002
1900,-21.8629281
1901,-34.80117095
1902,-34.67552876
1903,-5.450263059
1904,-17.46442204
1905,-22.99078594
1906,-21.67028551
1907,-3.595700441
1908,-13.31967647
1909,-7.446055281
1910,-11.2268781
1911,7.665098948
1912,-34.39465468
1913,-9.218274611
1914,-7.123064156
1915,-4.340190695
1916,-20.27792325
1917,-32.31095226
1918,-33.7819317
1919,-18.26034944
1920,-17.66075405
1921,4.56576364
1922,-26.31263338
1923,-30.07286314
1924,-42.22878805
1925,-15.8790451
1926,10.78496177
1927,-18.50898802
1928,4.654940196
1929,9.390401994
1930,-10.06122669
1931,-20.57392158
1932,2.749269588
1933,4.542585281
1934,5.579288161
1935,14.84582886
1936,3.24986653
1937,-13.47788333
1938,-10.43616315
1939,4.165299161
1940,3.583855892
1941,-12.25967215
1942,-2.269185815
1943,-11.96435582
1944,-26.58223084
1945,-26.67401754
1946,-23.79946786
1947,4.251633492
1948,3.973497569
1949,22.19132893
1950,11.38608639
1951,-12.82298675
1952,1.74969489
1953,11.06104511
1954,-7.566593141
1955,21.84111671
1956,-1.605440855
1957,-4.699511124
1958,-2.649819949
1959,2.21276276
1960,-4.662974761
1961,-14.23688365
1962,-21.07163093
1963,-6.577132289
1964,-13.1404418
1965,-3.699951743
1966,-0.126646837
1967,-0.303341183
1968,2.155953895
1969,-0.510410229
1970,1.293200525
1971,-7.176897627
1972,-12.25658646
1973,3.545520384
1974,-1.4103122
1975,-15.21881
1976,8.203440927
1977,10.4655173
1978,-7.017102639
1979,3.408041115
1980,3.049597073
1981,1.055488783
1982,4.780952218
1983,15.2846707
1984,3.900170293
1985,5.97927857
1986,6.96920428
1987,13.20596959
1988,2.720677196
1989,15.78034123
1990,7.088959064
1991,12.95723013
1992,12.41914421
1993,4.275377843
1994,9.935148439
1995,22.82412498
1996,5.620807106
1997,3.11737135
1998,18.82240507
1999,19.978266
2000,20.13999071
2001,22.61762427
2002,30.68605354
2003,32.12459587
2004,3.519076957
2005,27.32474926
2006,27.54757938
2007,24.3388669
2008,27.09029273
2009,23.51403309
2010,30.82861175
2011,31.26989901
2012,26.61375084
2013,34.937759
2014,40.53327277
2015,39.05254357
2016,39.78935384
2017,36.57735276
2018,47.10791615
2019,42.22704931
2020,29.31567731
2021,29.84278825
2022,42.01409171
2023,58.91412649
2024,62.46942915
2025,50.85815057
2026,60.05747364
2027,41.31327291
2028,54.98081425
2029,59.1318264
2030,51.6973454
2031,60.96367992
2032,69.59285306
2033,70.55794807
2034,68.12207219
2035,65.72568237
2036,72.55364715
2037,87.6799937
2038,76.82651305
2039,89.45592539
2040,71.65872292
2041,73.88020681
2042,70.09325144
2043,88.90412871
2044,80.96986822
2045,90.73623686
2046,92.80574252
2047,83.50718834
2048,103.0192694
2049,83.40078928
2050,102.4019002
2051,101.6228721
2052,101.7433434
2053,114.3834163
2054,100.9825715
2055,83.83498431
2056,96.93266157
2057,93.42249492
2058,104.3250625
2059,104.7873916
2060,91.93841144
2061,100.0117653
2062,112.6482278
2063,110.7211064
2064,114.132166
2065,106.7813016
2066,115.8930589
2067,112.8115134
2068,120.5117567
2069,112.8170007
2070,123.4836343
2071,113.8743149
2072,124.1791807
2073,121.8861506
2074,120.2772678
2075,111.5514515
2076,115.8758243
2077,111.6923411
2078,130.0494464
2079,127.7223244
2080,108.8070915
2081,119.1412711
2082,118.4288788
2083,123.3689113
2084,132.3201241
2085,142.0045956
2086,126.4279016
2087,114.755812
2088,130.7916603
2089,131.8009656
2090,127.0896416
2091,126.9626366
2092,128.259315
2093,124.2268729
2094,149.0954336
2095,130.0643854
2096,142.4081861
2097,148.4228128
2098,144.7833733
2099,143.2611797
2100,143.9388539
2101,140.3344075
2102,143.9295993
2103,135.3523437
