Year,MAP Temperature
1850.0,-0.024300930706370356
1851.0,-0.1074030553608228
1852.0,0.06075002368449263
1853.0,0.14038051475714716
1854.0,0.12786235052096334
1855.0,-0.022500837686394846
1856.0,0.12584628114325755
1857.0,-0.20596443348398633
1858.0,0.03026959647349243
1859.0,0.025970106211285336
1860.0,0.03204251430353298
1861.0,-0.19519300817260019
1862.0,0.013171135236960447
1863.0,0.07444343297876324
1864.0,0.031194156586314338
1865.0,-0.09982677406693975
1866.0,-0.1315838066811436
1867.0,0.08275004881807596
1868.0,0.09684785265920381
1869.0,0.05874219271731828
1870.0,-0.11349735993254963
1871.0,0.045222379825807506
1872.0,0.12326319974757649
1873.0,0.029576664360971366
1874.0,0.12380552301972718
1875.0,0.00365367132904495
1876.0,0.14613280591841477
1877.0,0.041344149477801476
1878.0,-0.12115455018792727
1879.0,0.19392148409897222
1880.0,0.01806691093572512
1881.0,0.15557878557153226
1882.0,0.04304416004565014
1883.0,-0.07187788635861743
1884.0,-0.21900956663598556
1885.0,0.010293458792850244
1886.0,-0.24968765845334734
1887.0,-0.3059193213801961
1888.0,-0.19341029440409094
1889.0,-0.25651408357215016
1890.0,-0.2581173485224973
1891.0,-0.2740168272343955
1892.0,-0.1529320789272405
1893.0,0.06527452145762423
1894.0,0.03733009682319385
1895.0,0.1721979861490783
1896.0,0.09267803488629513
1897.0,-0.0021856328942910074
1898.0,-0.13494688025650148
1899.0,-0.18821134936591585
1900.0,-0.1226143867163902
1901.0,-0.041161022649145444
1902.0,0.0396014533787983
1903.0,0.0155741917553369
1904.0,-0.14228987609494703
1905.0,-0.12106995916853693
1906.0,0.006139805958971895
1907.0,-0.16959778771966463
1908.0,-0.10732410962208101
1909.0,-0.18739994940969418
1910.0,-0.03391276299090825
1911.0,0.02395202696223018
1912.0,-0.02213465309656152
1913.0,0.07198245064157828
1914.0,-0.019631435159749598
1915.0,0.05342918972657004
1916.0,0.04538820853296778
1917.0,0.00802508614358668
1918.0,0.031037744605701113
1919.0,-0.034368375054938234
1920.0,-0.030661245978248826
1921.0,-0.034170082056799035
1922.0,-0.04481129738941212
1923.0,-0.17828688767980358
1924.0,0.0944716217285744
1925.0,0.15970915034036176
1926.0,0.161383571992262
