Year,MAP Ocean Heat
1850,1.513966244
1851,-12.73531843
1852,11.18817859
1853,-13.32093883
1854,-31.77087726
1855,-35.03286056
1856,-18.65372506
1857,-28.10577207
1858,-7.614836101
1859,-31.66898204
1860,-32.08987439
1861,-39.80620326
1862,-12.95862688
1863,-48.66768003
1864,-37.75795879
1865,-18.36008213
1866,-12.63404377
1867,-10.04249683
1868,-29.68381957
1869,-4.655721902
1870,-31.9012545
1871,-8.059737333
1872,-4.026601033
1873,-5.982979851
1874,11.26280454
1875,-8.919238716
1876,-4.612232327
1877,-6.61159993
1878,-26.5208902
1879,-28.23670764
1880,-31.68818558
1881,-12.34112281
1882,-9.282404833
1883,-15.55663829
1884,-48.21275356
1885,-11.26974755
1886,-16.68019024
1887,-31.40876754
1888,-25.56385893
1889,-23.73556249
1890,-29.27641884
1891,-22.63556262
1892,-52.28279235
1893,-2.806610687
1894,-12.86363121
1895,-12.24419083
1896,9.20939336
1897,-5.303679803
1898,-13.34481142
1899,-10.70653933
1900,-2.181645573
1901,4.465669068
1902,-8.821055148
1903,-19.26150613
1904,2.160845431
1905,-43.29314003
1906,-28.26453693
1907,2.310385806
1908,-28.29110163
1909,-34.24948025
1910,-48.16958354
1911,-33.61818452
1912,-0.043358918
1913,-8.422409539
1914,-3.640489425
1915,-5.806521569
1916,-15.72957158
1917,-37.45019493
1918,-48.81844951
1919,-7.94196538
1920,3.804003521
1921,-17.17232544
1922,-6.796061505
1923,-31.70221677
1924,-26.75740524
1925,-6.271573744
1926,-10.60382664
1927,-5.928973463
1928,-26.80723942
1929,-0.883994105
1930,-48.22268106
1931,-17.31864402
1932,-13.42644723
1933,-13.93973662
1934,2.381061442
1935,-18.75806645
1936,-6.003628995
1937,6.319158562
1938,16.2424896
1939,6.629810038
1940,-9.239753115
1941,-15.02229635
1942,16.39312057
1943,-16.42306558
1944,15.07432341
1945,-27.82549829
1946,-3.838308308
1947,-4.976074541
1948,-2.719336059
1949,-10.70447673
1950,-3.842638764
1951,-2.730467838
1952,-14.58580561
1953,-10.02471354
1954,-28.72776012
1955,-9.26696082
1956,-8.822692355
1957,-8.638498009
1958,13.55607272
1959,15.82730393
1960,-39.09344939
1961,13.34991739
1962,-16.62662877
1963,-6.047468325
1964,-12.71755189
1965,-6.149718859
1966,-10.28511348
1967,0.130945193
1968,-10.70612565
1969,-6.82625364
1970,1.359304133
1971,-5.556262426
1972,8.978962198
1973,0.690829139
1974,-8.961459035
1975,-5.430570185
1976,2.613380756
1977,-4.067865338
1978,1.723102979
1979,-6.1157924
1980,2.509655738
1981,9.391834209
1982,-6.475894847
1983,4.035887519
1984,12.88528222
1985,-19.4372274
1986,5.446631854
1987,0.440051816
1988,11.86514685
1989,-12.31977428
1990,8.932177749
1991,9.403756588
1992,19.49131454
1993,2.985845825
1994,7.32394642
1995,7.795693295
1996,8.678640104
1997,9.170438448
1998,13.63912604
1999,9.661477901
2000,14.88302707
2001,23.05394408
2002,9.9073893
2003,16.38611755
2004,18.60848566
2005,8.684657445
2006,15.75432975
2007,32.40583626
2008,23.21462837
2009,20.60730077
2010,23.97949885
2011,24.94582129
2012,30.33874639
2013,32.15552983
2014,32.47121153
2015,20.89887052
2016,42.32253804
2017,53.19659638
2018,33.39321779
2019,47.98587837
2020,35.80585983
2021,44.05248666
2022,34.58962151
2023,49.91934567
2024,40.93848313
2025,42.64534605
2026,51.4045078
2027,47.61839889
2028,62.57773019
2029,47.64215484
2030,51.96737534
2031,57.71423115
2032,68.67778326
2033,74.10630774
2034,60.01025096
2035,63.62310459
2036,63.07020249
2037,75.93900507
2038,80.45105336
2039,69.76340307
2040,73.90122423
2041,74.75737207
2042,70.32932726
2043,66.73588008
2044,82.89361179
2045,83.55600628
2046,89.36895588
2047,78.7954904
2048,88.38568165
2049,71.61769115
2050,85.60424561
2051,98.78885958
2052,92.3307524
2053,88.09837946
2054,91.77100632
2055,94.04710003
2056,99.76070254
2057,83.36196311
2058,86.53499477
2059,97.50772555
2060,96.38835856
2061,91.47026645
2062,91.54812458
2063,120.8696641
2064,113.7700155
2065,105.3824246
2066,90.12008074
2067,96.20301278
2068,102.3375307
2069,101.0652098
2070,105.7113158
2071,97.25961535
2072,103.0596998
2073,109.0905996
2074,96.40627767
2075,106.6240184
2076,105.5163652
2077,111.6337471
2078,108.0551929
2079,102.7138461
2080,100.8346412
2081,120.0873825
2082,122.9574497
2083,114.5920086
2084,109.6699174
2085,94.53404541
2086,112.2938553
2087,119.0736315
2088,103.6797756
2089,122.106469
2090,124.0942462
2091,128.4879881
2092,123.9937427
2093,131.0588147
2094,125.2858425
2095,128.3652983
2096,111.0490963
2097,117.9752287
2098,114.912959
2099,119.574727
2100,123.3107029
2101,123.3678971
2102,113.4240909
2103,111.166906
2104,122.4447164
2105,121.3866833
2106,121.2267573
2107,116.1363973
2108,115.0617517
2109,117.8852791
2110,133.0851277
2111,124.5552141
2112,113.49046
2113,122.9941914
2114,116.6710146
2115,108.6300617
2116,110.6215054
2117,121.4636329
2118,123.6761476
2119,100.1274192
2120,118.9017173
2121,123.7057054
2122,111.6371554
2123,107.997913
2124,117.7564383
2125,119.1731389
2126,117.8803746
