Year,MAP Ocean Heat
1850,-7.868695545
1851,-25.62165966
1852,6.322155528
1853,-30.60453347
1854,3.990442254
1855,-0.787557553
1856,-34.78529416
1857,-9.480556784
1858,-26.11175724
1859,-6.417891284
1860,2.770219529
1861,-22.82478058
1862,8.801854669
1863,-11.79021982
1864,-38.3052973
1865,-11.92440917
1866,-40.46220324
1867,-15.55870274
1868,-5.803675963
1869,-33.50777223
1870,-19.02330889
1871,-38.04956022
1872,-4.717676433
1873,-16.56342742
1874,-31.50590154
1875,-29.7371509
1876,-33.02960373
1877,-31.98767879
1878,-21.46447313
1879,-46.92417483
1880,-32.50140266
1881,-35.1717515
1882,-31.67215536
1883,-49.52075609
1884,-43.73901752
1885,-42.65332735
1886,-38.15342437
1887,-23.67072114
1888,-17.10531398
1889,-9.335689468
1890,-3.959332433
1891,-33.66951227
1892,-16.4045253
1893,-20.32180103
1894,-10.09325341
1895,3.391340542
1896,-22.41760117
1897,-30.04509346
1898,-10.54579589
1899,-5.118891141
1900,-9.566094799
1901,-15.53858194
1902,-11.07699988
1903,-11.09833993
1904,1.073215023
1905,-34.82013278
1906,10.56121016
1907,-10.83355768
1908,-0.716599981
1909,12.29171495
1910,-11.43151824
1911,-9.642505818
1912,-16.63009184
1913,-17.36809893
1914,-23.93270611
1915,-1.115246962
1916,-17.95629975
1917,1.470048004
1918,-44.32302786
1919,-14.81496515
1920,2.357669941
1921,-47.62809746
1922,14.82951626
1923,-18.33380363
1924,-5.910117499
1925,-4.775209719
1926,-2.876393422
1927,-33.14140731
1928,-17.36546978
1929,1.910202356
1930,-11.44139291
1931,-35.88207247
1932,2.70268579
1933,-11.48329696
1934,-18.09734482
1935,-8.47050585
1936,12.93175992
1937,0.090975267
1938,-26.14291281
1939,-8.212760433
1940,-41.97149822
1941,-8.84477389
1942,-0.432692751
1943,-17.44895374
1944,-19.56332215
1945,-7.165162065
1946,-22.94974119
1947,-1.003843927
1948,3.548173991
1949,21.3845396
1950,-3.343365352
1951,3.102759896
1952,19.41711498
1953,-8.550056755
1954,-13.19119138
1955,-7.9072616
1956,0.093508297
1957,-22.26524009
1958,-7.92243566
1959,-12.31180565
1960,-7.349349677
1961,-18.15412823
1962,-18.30029943
1963,4.915047545
1964,-5.749202798
1965,-15.62681549
1966,-16.0225356
1967,4.459891469
1968,-1.097501723
1969,1.534847697
1970,6.846451776
1971,-2.722859851
1972,-6.760563491
1973,-14.45950877
1974,-6.711474642
1975,-5.186918115
1976,-6.938479911
1977,-22.52304215
1978,-6.51499402
1979,1.817218665
1980,-1.822961999
