"year","hadcrut_temperature_obs","hadcrut_temperature_sigma","maunaloa_co2_obs","maunaloa_co2_sigma","lawdome_co2_obs","lawdome_co2_sigma","ocean_heat_obs","ocean_heat_sigma","oceanco2_flux_obs","oceanco2_flux_sigma","gmsl_obs","gmsl_sigma","greenland_obs","greenland_sigma","greenland_imbie_obs","greenland_imbie_sigma","merged_greenland_obs","merged_greenland_sigma","glaciers_obs","glaciers_sigma","antarctic_imbie_obs","antarctic_imbie_sigma","antarctic_inst_obs","antarctic_inst_sigma"
2005,0.837,0.042,379.8,0.12,NA,NA,NA,NA,NA,NA,0.06180333333333333,0.0068,0.002434096,8.31e-5,0.0021452892172829745,0.00017955040337869107,0.0021452892172829745,0.00017955040337869107,NA,NA,0.0017883378997708042,0.0003395767592432455,NA,NA
2006,0.798,0.041,381.9,0.12,NA,NA,NA,NA,NA,NA,0.06610333333333332,0.0068,0.003223886,8.31e-5,0.002704094805146057,0.00017860509192467748,0.002704094805146057,0.00017860509192467748,NA,NA,0.0018519560572331543,0.0003259493540008017,NA,NA
2007,0.7829999999999999,0.04,383.79,0.12,NA,NA,NA,NA,NA,NA,0.06800333333333333,0.0070999999999999995,0.004124726,8.31e-5,0.003345789497304032,0.00017742327425103612,0.003345789497304032,0.00017742327425103612,NA,NA,0.002286524236041497,0.00031760284597904447,NA,NA
2008,0.687,0.04,385.6,0.12,NA,NA,NA,NA,NA,NA,0.07670333333333333,0.0068,0.005004956,8.31e-5,0.003990685876543399,0.000168458449483893,0.003990685876543399,0.000168458449483893,NA,NA,0.0028281499351152364,0.0003268155339850698,NA,NA
2009,0.798,0.041,387.43,0.12,NA,NA,NA,NA,NA,NA,0.08250333333333333,0.006900000000000001,0.005628586,8.31e-5,0.0046404588721526184,0.0001656063571932366,0.0046404588721526184,0.0001656063571932366,NA,NA,0.0030149731645842475,0.0003042094393226545,NA,NA
2010,0.8520000000000001,0.041,389.9,0.12,NA,NA,NA,NA,NA,NA,0.09020333333333333,0.0070999999999999995,NA,NA,0.005428345520425945,0.00016685251666567034,0.005428345520425945,0.00016685251666567034,NA,NA,0.0034904418256411136,0.0003716063187567147,NA,NA
2011,0.717,0.041,391.65,0.12,NA,NA,NA,NA,NA,NA,0.09180333333333332,0.0075,NA,NA,0.0063668345086713655,0.00018270652583133606,0.0063668345086713655,0.00018270652583133606,NA,NA,0.004026842365488148,0.00033334911312321206,NA,NA
2012,0.762,0.041,393.85,0.12,NA,NA,NA,NA,NA,NA,0.10060333333333332,0.0083,NA,NA,0.007304537935757053,0.00019445808089256167,0.007304537935757053,0.00019445808089256167,NA,NA,0.004509017474519122,0.00036238670639559786,0.0019722222222222224,0.0004655575444136781
2013,0.806,0.041,396.52,0.12,NA,NA,NA,NA,NA,NA,0.09220333333333333,0.0089,NA,NA,0.00806972419212154,0.00018386841828629146,0.00806972419212154,0.00018386841828629146,NA,NA,0.005132863540918195,0.000315886706772356,NA,NA
2014,0.871,0.04,398.65,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008665337568460336,0.0001507945830634567,0.008665337568460336,0.0001507945830634567,NA,NA,0.005893219507813779,0.00033145263284374495,NA,NA
2015,1.055,0.04,400.83,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009253523919055763,0.00016184790645948005,0.009253523919055763,0.00016184790645948005,NA,NA,0.0066659543851247,0.0003350486328993346,NA,NA
2016,1.089,0.04,404.21,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009865668667809063,0.00017720227442810503,0.009865668667809063,0.00017720227442810503,NA,NA,0.007011924052229227,0.0004083270833039313,NA,NA
2017,0.9670000000000001,0.041,406.53,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01032050536172221,0.000209710664049864,0.01032050536172221,0.000209710664049864,NA,NA,NA,NA,NA,NA
