year,ais,ais_lo,ais_hi,gsic,gsic_lo,gsic_hi,gis,gis_lo,gis_hi,steric,steric_lo,steric_hi,lws,lws_lo,lws_hi,dang,dang_sig,dang_lo,dang_hi
1971,-0.2487426194277677,-0.35590911128304215,-0.14090908223932436,-1.4299668875607576,-1.8468182260339918,-0.8136363809758964,-0.3854952638799498,-0.570909088308161,-0.22136363983154284,-2.01857705116272,-2.05002084645358,-1.961701612039046,0.5377018489620903,0.18545453331687234,0.8618181613358584,-4.148213316415467,0.7503983075854023,,
1972,-0.24328188029202552,-0.3509090922095558,-0.135909087007696,-1.4258151617917147,-1.8068182641809636,-0.8286363428289243,-0.41572569066828,-0.6009091073816469,-0.2513636589050292,-1.9049362659454347,-1.8983992186459628,-1.821239499612288,0.5533512868664482,0.2304545380852439,0.8518181708726016,-4.720875082199328,0.7457837225778153,,
1973,-0.23790487376126385,-0.34090910174629896,-0.135909087007696,-1.3984220114621255,-1.7818182641809637,-0.8286363428289243,-0.4206208055669609,-0.585909050161188,-0.26636362075805653,-1.8290678501129145,-1.9285627928647127,-1.716574697061019,0.397811190106652,0.09045452854850072,0.6818181899460879,-5.196610427802097,0.7681112901140714,,
1974,-0.2324612530795011,-0.3309091112830421,-0.13090909177606758,-1.3576064673337074,-1.7368181878870188,-0.8136363809758964,-0.39651621038263496,-0.5509091073816471,-0.2413636207580565,-1.7317896366119383,-1.8476355162533846,-1.584427670999007,-0.13052301027558072,-0.40954542376778347,0.1318181810053912,-4.549964100429307,0.7611316750547401,,
1975,-0.2270876320925626,-0.31590910174629894,-0.13090909177606758,-1.3260503378781405,-1.6968182260339915,-0.8086363619024104,-0.39089840108698093,-0.5509091073816471,-0.2413636207580565,-1.4828915119171144,-1.4927517500790677,-1.3761524482206868,0.07113051793792025,-0.21454544284126975,0.32181817564097315,-3.6841547154152776,0.7190917266092137,,
1976,-0.22159060564908123,-0.3109090826728126,-0.13090909177606758,-1.3133924094113434,-1.6768181497400456,-0.8086363619024104,-0.4085678880864929,-0.565909069234675,-0.2613636016845702,-1.5214472293853758,-1.6507288542660798,-1.206962232156233,0.11227188489653844,-0.15454545237801298,0.34181818040934475,-4.681656538177072,0.6826416656947855,,
1977,-0.21624631014737222,-0.30090909220955575,-0.13090909177606758,-1.2574727621945465,-1.6068182641809634,-0.7636363809758964,-0.40815065557306496,-0.555909126455134,-0.27636365890502923,-1.4027002811431886,-1.535372027483853,-1.163559941811995,0.19925381324507974,-0.04454546191475606,0.42681817087260154,-4.218181979996186,0.6995566546080291,,
1978,-0.2107981118288908,-0.2909091017462989,-0.12590909654443916,-1.1968986121090972,-1.5318182641809637,-0.7286363428289244,-0.40049865896051595,-0.5409090692346751,-0.26636362075805653,-1.3702120304107668,-1.6756313887509429,-1.0505323691801591,-0.102972980520942,-0.3295455000617288,0.1018181798132983,-4.685784089362705,0.671376416350757,,
1979,-0.20536288348111248,-0.2809091112830421,-0.12590909654443916,-1.1345557776364417,-1.4318182641809636,-0.6586363619024103,-0.389603788202459,-0.520909088308161,-0.2613636016845702,-1.4052307605743404,-1.734473094073209,-0.9123125358061361,-0.15958666422150353,-0.3795455000617287,0.021818181601437642,-3.6974944138835655,0.6979137540149595,,
1980,-0.19993166056546302,-0.27590909220955573,-0.1209091013128108,-1.0903853979977698,-1.3918181115930737,-0.6436364000493833,-0.3607046907598319,-0.4859090501611881,-0.23636360168457027,-1.0921608448028564,-1.1829983321103177,-0.945947293801741,0.04090054414489053,-0.16454544284126982,0.21181817921725185,-3.9276538985542118,0.6843215510457084,,
1981,-0.19452041712674234,-0.2709090731360695,-0.1209091013128108,-1.0451837149533363,-1.3618181878870188,-0.6236363237554374,-0.3079829996282405,-0.430909126455134,-0.1863636493682861,-1.1296556949615475,-1.2320248213681306,-1.053640775247054,-0.04457878687165007,-0.22954545237801294,0.10681818026033313,-2.2095708662028803,0.671850124067882,,
1982,-0.1890497597781095,-0.26090908267281265,-0.11590908223932433,-1.0073812094601715,-1.3118181878870185,-0.5936364000493835,-0.2692658250982112,-0.38590905016118804,-0.14636363983154288,-1.2615566730499266,-1.3832502928647126,-1.068843488259749,-0.08207749941132286,-0.2595454714514993,0.06181817921725185,-3.034656955629597,0.6608978712973292,,
1983,-0.1837081822482023,-0.2509090922095558,-0.11590908223932433,-0.9826043692502114,-1.2918181115930736,-0.5986363237554373,-0.2925846880132503,-0.4159090692346751,-0.1713636398315429,-1.4041773319244384,-1.627029856768521,-1.071774510903792,0.004897836663506239,-0.15954547145149922,0.14181818040934474,-2.6952381332198456,0.6659362463091527,,
1984,-0.17819761362942788,-0.24590907313606947,-0.11090908700769597,-0.9233422842892735,-1.2168181115930738,-0.5686364000493833,-0.30610683614557455,-0.4209090883081611,-0.19636363983154292,-1.3752907276153565,-1.7809807387265286,-1.066921262307601,-0.092388435385444,-0.24954548098824247,0.03181817802515896,-2.7272790545117447,0.6539063692545259,,
1985,-0.1728599938479337,-0.24090910174629898,-0.11090908700769597,-0.8694018927487465,-1.1518181497400457,-0.5136363809758964,-0.2849181955510921,-0.38590905016118804,-0.17636365890502925,-1.2075136661529546,-1.448527773943814,-0.9998466773466632,-0.17238020517609337,-0.30454550006172876,-0.06818182197484104,-3.2898149564817416,0.6124173541945432,,
1986,-0.16734274950894445,-0.23590908267281263,-0.10590909177606755,-0.8345355597409335,-1.1118181878870184,-0.48363636190241027,-0.2674289529973811,-0.3609090501611881,-0.16636362075805655,-1.0398712635040286,-1.05489202412692,-0.9270632071928551,-0.20295009233734823,-0.31454544284126973,-0.10818181959065526,-2.5597005227912426,0.6036976121529833,,
1987,-0.16192802515896887,-0.23090911128304215,-0.10090909654443914,-0.8025719252499665,-1.0668181115930735,-0.4786363428289239,-0.2675323312932796,-0.35590912645513406,-0.16636362075805655,-1.0571058750152584,-1.1261431303891267,-0.8811249061064292,0.09238200566985383,-0.00954547145149931,0.17681818279353054,-2.81647471615318,0.6195765984291028,,
1988,-0.15648268786343666,-0.22090907313606944,-0.09590910131281077,-0.7562198248776525,-1.0168181115930737,-0.45863636190241025,-0.24032619649713705,-0.325909107381647,-0.14636363983154288,-0.9519709110260006,-1.1118237105282869,-0.8395891471342611,0.036418012597344174,-0.07454548098824243,0.11681818040934475,-3.0787532276555245,0.6386389284500681,,
