year,ais,ais_lo,ais_hi,gsic,gsic_lo,gsic_hi,gis,gis_lo,gis_hi,steric,steric_lo,steric_hi,lws,lws_lo,lws_hi,dang,dang_sig,dang_lo,dang_hi
1989,-0.15115498629483315,-0.2109090826728126,-0.09090908223932437,-0.7032585707577795,-0.9518181497400454,-0.42363632375543764,-0.2040105646306819,-0.28590905016118795,-0.11136364936828602,-0.9955696582794187,-1.204935320940885,-0.809251431985335,-0.16045150377533657,-0.24454546191475612,-0.08818181482228368,-2.3659954497370173,0.5759319033618795,,
1990,-0.14561819163235762,-0.20590911128304212,-0.085909087007696,-0.6167625037106604,-0.8468182260339915,-0.3836363619024103,-0.18309095556085775,-0.26590906923467517,-0.10136365890502919,-0.9834099292755125,-1.230180224505338,-0.803867368264632,-0.14841961481354454,-0.22954545237801294,-0.09318181005391205,-2.0397483331288306,0.6213946259223709,,
1991,-0.14028843966397375,-0.20090909220955577,-0.08090909177606759,-0.5496396628293124,-0.7718182260339915,-0.3486363237554377,-0.16452606374567214,-0.2409090692346747,-0.086363649368286,-0.7139692783355716,-0.7626877394589509,-0.6910055442289871,-0.07829737283966753,-0.15454545237801298,-0.028181824359026858,-2.7960979502417294,0.8441135747045795,,
1992,-0.15604604807767014,-0.22090907313606944,-0.09090908223932437,-0.5325298872860994,-0.7318181688135325,-0.328636342828924,-0.188701326196844,-0.25090910738164707,-0.1313636302947997,-0.7196871280670165,-0.8955408659848298,-0.52087338404222,0.09364378831603304,0.025454519011757548,0.12681818055835636,-2.860248378703343,0.6515074310807087,,
1993,-0.1528996380892667,-0.2259090922095558,-0.06590908223932435,-0.45768133076754547,-0.6468182260339915,-0.25363634282892394,-0.1796168153936214,-0.23090912645513373,-0.1263636589050292,-0.7577068805694576,-0.8886198607358067,-0.48083851770921204,-0.16415581323883754,-0.22954545237801294,-0.11318181482228368,-2.7631012243920487,0.6108517143807441,,
1994,-0.11916503039273352,-0.17590909220955575,-0.045909101312810785,-0.38806482228365835,-0.5618181878870184,-0.203636342828924,-0.15549810582941237,-0.20090910738164736,-0.10636363029479967,-0.6639641284942628,-0.6909357634457678,-0.5511780066923662,-0.1742198906161569,-0.22454548098824245,-0.14318181005391203,-2.479301133767911,0.8007972366875256,,
1995,-0.09468263712796304,-0.1459090731360695,-0.03590908700769599,-0.3054947462948887,-0.4518181497400454,-0.15863636190241032,-0.1020575826818294,-0.14590908830816107,-0.06136364936828609,-0.7604019641876225,-0.8373173323544589,-0.565708856149153,-0.04992975809357386,-0.08954544284126975,-0.018181821974841056,-1.389075711313935,0.928716513412686,,
1996,-0.0823554429140958,-0.12590909220955582,-0.03590908700769599,-0.27952066334811143,-0.39681822603399153,-0.14363635236566713,-0.13944633657282057,-0.18090912645513368,-0.10636363029479967,-0.4555838108062744,-0.4110445586117828,-0.4624545379118492,-0.061275359175421984,-0.10454545237801294,-0.028181824359026858,-1.8475789875262159,0.5356810899163983,,
1997,-0.06694213477048011,-0.09590907313606944,-0.03090909177606757,-0.21014877232638285,-0.2818181688135325,-0.0886363809758966,-0.1368076151067561,-0.1709090883081611,-0.10636363029479967,-0.42439217567443843,-0.49506154927340384,-0.40329287485642906,-0.13992886163971646,-0.19454546191475608,-0.10318182435902684,-0.4926071275084549,0.6725649400664524,,
1998,-0.04962514964017012,-0.07590909220955577,-0.015909082239324357,-0.11813374432650492,-0.18181816881353263,-0.03363636190241032,-0.09964726621454423,-0.1159090692346747,-0.08136363029479976,-0.4012865543365476,-0.4916359511288728,-0.3167037291960282,-0.03388700105927206,-0.06454544284126973,-0.008181819590655254,-0.4479664077419372,0.602958302576188,,
1999,-0.020642057332125596,-0.03090911128304208,-0.0059090917760675765,-0.05839463147250101,-0.0918182069605048,-0.003636342828923944,-0.07188237363641925,-0.0809091264551337,-0.06136364936828609,-0.19428448677062948,-0.19202838811007394,-0.25423558191819606,-0.11137718775055627,-0.12954545237801296,-0.09318181005391205,-0.13817459041483904,0.9354891842212991,,
2000,0.0017998782071199648,0.004090926863930533,-0.0009090965444391585,-0.008508881655606482,-0.026818149740045816,0.006363647634332892,-0.04322274381464186,-0.045909088308161095,-0.036363649368286066,-0.23769707679748553,-0.27556329640475186,-0.16089632944627308,-0.22712025263092733,-0.23954544284126977,-0.21318181482228368,0.078731716114536,0.5198888171259897,,
2001,0.017449840632351943,0.01909088871695791,0.004090910608118226,0.050670758160677676,0.06818183118646781,0.0363636190241034,-0.014422828500921137,-0.005909078771417886,-0.01636362075805653,0.051730203628540306,0.029210225018588165,0.03866011662916691,0.004877332665703449,-0.00954547145149931,0.026818182793530543,0.2772563730914053,0.5743164737435495,,
2002,0.028250106898221106,0.04909090779044423,-0.0009090965444391585,0.11278390017422735,0.16318181211298144,0.041363638097589694,0.04990450685674486,0.06909092122858207,0.038636350631714,0.3840820789337158,0.4241059693423185,0.2960492329163983,0.1905882277271964,0.18545453331687234,0.20181818279353053,1.2582765951071893,0.46218381008460485,,
2003,0.05935688885775481,0.0940909125588158,0.024090903455560836,0.2030654343691738,0.32818182164972465,0.05136362856084653,0.11952950304204757,0.15409091169183897,0.08363637924194345,0.6563944816589355,0.6933253201571379,0.683668990568681,0.2701964356682517,0.32545454285361547,0.22681818279353055,1.6371162723718082,0.4589432004267221,,
2004,0.10739208134737882,0.15409090302207262,0.05909090583974663,0.28052343455227924,0.40818179303949514,0.12136363332921812,0.18753883188421067,0.22909091169183893,0.14363636970520027,0.6542348861694336,0.727940169247714,0.5323599056764081,0.0010648526928641044,0.07045454762198705,-0.06318181482228366,0.2190256575806253,0.4720636168458895,,
2005,0.0999986258420077,0.15409090302207262,0.03909091299230405,0.33315791216763563,0.4631818121129815,0.1713636333292181,0.2505139047449285,0.2940909212285821,0.2036363601684571,0.727204418182373,0.828069392117587,0.6125536636872724,0.15679157159545204,0.25045454285361546,0.07181818160143764,0.8449962102398123,0.4689456300131969,,
2006,0.07396980198946862,0.13909091732718742,0.004090910608118226,0.41394039717587544,0.5481818025762383,0.24636363332921812,0.3268577749078923,0.37909091169183895,0.2736363649368287,0.8508980751037598,0.9142487439242277,0.790003414587541,0.17891494415023101,0.2904545285485007,0.06681818040934474,2.0212823064405514,0.4740648616062414,,
2007,0.1307688561352816,0.20409090302207264,0.04909090345556083,0.4806521686640651,0.6181818073446099,0.3113636428659613,0.4076969320123845,0.46409090215509574,0.3536363601684571,0.755551528930664,0.7762909325686369,0.6844689564271405,0.10287332914092326,0.23545453331687233,-0.028181824359026858,1.4383634158129923,0.44201233886126545,,
2008,0.2120167461308566,0.2940909125588158,0.11909090822393244,0.5334999713030728,0.6781818097287957,0.36136364286596134,0.4865355665033513,0.5490909164602105,0.4236363649368287,0.9397127628326416,1.0084621581164275,0.8234187798066571,0.12620528123595495,0.2704545476219871,-0.028181824359026858,2.19080364095714,0.4550464577709744,,
2009,0.20756623419848352,0.2990909077904442,0.10409091060811823,0.597413119944659,0.7431818133050744,0.4263636404817755,0.5546272212808782,0.6240909164602105,0.4886363625526429,1.10294189453125,1.1938332351771268,1.0376190186901524,0.22867507121779704,0.3954545357010581,0.05181818279353054,2.3954532835933744,0.4460524994628711,,
2010,0.2918349829587069,0.39409090659835133,0.179090907627886,0.6887768204239281,0.8381818121129815,0.5163636380975897,0.6660145530646496,0.7390909110957925,0.5986363600939513,1.0581675529479981,1.1795467647639188,0.9177642302079632,0.2791735925457694,0.4554545380852439,0.08681817921725185,2.84131350532681,0.5185880786085906,,
2011,0.32411767813292414,0.4240909077904442,0.20909090881997888,0.7517698141661556,0.8981818144971673,0.5763636404817755,0.797527819330042,0.8740909164602105,0.7286363601684571,1.172118040919304,1.2937828632918271,1.031346838870509,-0.000808497450568435,0.1754545428536155,-0.19318181005391202,2.408460211666581,0.43561110666164443,,
2012,0.3536951062354174,0.44409090808846746,0.24909090941602532,0.7784274610606106,0.9231818144971673,0.6063636357134039,0.9165590698068791,0.9890909021550958,0.8536363601684571,1.3359959244728088,1.4334759148684415,1.2117903546853497,0.405598477341912,0.5654545374891975,0.22681818279353055,4.347672827324512,0.4903620684581216,,
2013,0.42340410622683433,0.5040909089825372,0.3240909034555608,0.8651102813807399,1.008181816881353,0.6963636333292181,1.020487349683588,1.0890909021550956,0.9636363506317139,1.5293026685714721,1.652140894803134,1.3984823660417036,0.37179791412570257,0.5154545374891975,0.20681817802515895,3.764943729563674,0.5209232220777074,,
2014,0.49241209897128013,0.5640909054062584,0.4040908986871892,0.9391456994143397,1.083181816881353,0.7713636333292182,1.061065118963068,1.1240909164602106,1.0086363792419435,1.685045337677002,1.808949747952548,1.5344151215119795,0.2560110547325828,0.37045453570105813,0.11181818033483894,4.314819923943622,0.509274803293686,,
2015,0.5855627861889925,0.6440909125588158,0.5090909177606757,1.0176314267245203,1.1581818168813531,0.8563636476343329,1.1191089803522283,1.1740908926183526,1.0736363410949707,1.892512035369873,1.9714479359713468,1.7554960922761396,0.6663301744244315,0.7604545333168723,0.5418181804093447,4.914878408430701,0.5281303332643281,,
2016,0.5666000691327181,0.6140909054062584,0.49909090345556084,1.0881678494540126,1.2231818025762382,0.9263636285608465,1.1942859823053533,1.2490908926183526,1.1536363601684572,1.8652884483337402,1.9467093381014737,1.7735803799195722,0.8272731342098929,0.8954545476219871,0.7168181804093448,5.522112567780768,0.5216546659913175,,
2017,0.5806488362225619,0.6140909054062584,0.5240909034555609,1.176957455548373,1.3031818216497246,1.0263636285608466,1.25936729257757,1.3040909116918389,1.2236363410949709,2.0228739261627195,2.1309670838442716,1.912829180197282,0.6074426927349784,0.6504545428536155,0.521818199482831,6.3637311253748585,0.6188790935838406,,
2018,0.696409138766202,0.7190909125588159,0.6490909272974188,1.205569210919467,1.3231818025762383,1.0663636380975896,1.2730523759668522,1.3140909021550957,1.2436363697052002,2.074393606185913,2.151816645535556,1.9875445084138348,0.5324451961300589,0.5504545383832671,0.46181818517771633,6.691498117289738,0.6449908366068011,,
2019,0.6917651205871491,0.6753151205871492,0.7082151205871491,1.3547506622539354,1.2022004361165883,1.5073008883912824,1.3214496367767197,1.3049996367767196,1.3378996367767197,2.41505758715868,2.39449508715868,2.43562008715868,0.5324451961300589,0.5504545383832671,0.46181818517771633,6.393971366552439,0.4,5.735971366552438,7.051971366552439
2020,0.7446601482114583,0.7282101482114584,0.7611101482114583,1.466640003590078,1.3102085472549974,1.6230714599251586,1.4331107785815083,1.4166607785815082,1.4495607785815083,2.38475758715868,2.22930508715868,2.54021008715868,0.5324451961300589,0.5504545383832671,0.46181818517771633,6.6621335287146,0.4,6.0041335287146,7.3201335287146
2021,0.7701859309002244,0.7537359309002244,0.7866359309002243,1.526782642969841,1.366007552902837,1.687557733036845,1.4787376202021343,1.4622876202021342,1.4951876202021344,2.56855758715868,2.51016008715868,2.62695508715868,0.5324451961300589,0.5504545383832671,0.46181818517771633,7.102458956182884,0.4,6.444458956182884,7.760458956182885
2022,0.7131118056700219,0.6966618056700219,0.7295618056700218,1.653937039208228,1.486760596250343,1.821113482166113,1.5219252353034234,1.5054752353034233,1.5383752353034235,2.71155758715868,2.68145408715868,2.74166108715868,0.5324451961300589,0.5504545383832671,0.46181818517771633,7.36390763117527,0.4,6.705907631175269,8.021907631175269
2023,0.7013054060383461,0.6848554060383462,0.7177554060383461,1.8053251912104726,1.6294573144278923,1.981193067993053,1.5741034120990034,1.5576534120990033,1.5905534120990035,2.90135758715868,2.81598208715868,2.98673308715868,0.5324451961300589,0.5504545383832671,0.46181818517771633,7.9441335287146,0.4,7.2861335287146,8.6021335287146
2024,0.7646276896479223,0.7481776896479223,0.7810776896479222,,,,1.6184183292260754,1.6019683292260753,1.6348683292260755,3.0108575871586805,2.9570660871586805,3.0646490871586805,0.5324451961300589,0.5504545383832671,0.46181818517771633,8.284011907092978,0.4,7.626011907092978,8.942011907092978
2025,0.7663673305319003,0.7490368919959887,0.783697769067812,,,,1.6502983936827973,1.6338483936827972,1.6667483936827974,3.2329575871586798,3.15235258715868,3.3135625871586796,0.5324451961300589,0.5504545383832671,0.46181818517771633,,,,
2026,,,,,,,,,,,,,0.5324451961300589,0.5504545383832671,0.46181818517771633,,,,
