x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
5.79E-07,0.000732384,3.00E-09,-9.60E-09,-1.93E-08,-4.76E-07,8.81E-05,3.79E-05,-7.24E-05,5.29E-07,-5.63E-06,2.25E-06,-6.49E-05,-0.018220027,9.17E-07,-2.98E-06,-6.68E-06,2.13E-06,0.002302096,0.000449385,0.004248735,2.23E-06,6.93E-06,3.38E-05,4.71E-09,-6.59E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-9.25E-06,-4.65E-05,-4.38E-05,4.50E-06,-0.000383427,3.95E-07,1.98E-05,2.06E-06,2.97E-06,-0.072719182,-0.002106762,-0.005105978,-4.15E-09,-4.72E-08,-3.94E-05
6.67E-09,1.93E-05,1.35E-09,1.12E-09,1.66E-09,-9.40E-09,1.12E-06,-2.45E-06,1.75E-06,-5.78E-08,-1.02E-06,-1.18E-07,9.01E-09,3.30E-05,-3.19E-08,4.18E-07,1.39E-08,-1.29E-08,-2.86E-06,6.70E-07,2.23E-06,6.88E-06,-6.94E-07,6.74E-07,1.74E-09,-6.87E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-06,9.60E-07,-1.46E-05,5.37E-08,-6.85E-06,1.96E-09,2.24E-06,1.24E-07,-2.65E-07,-0.004028549,-0.000232414,-4.82E-05,-3.50E-11,1.90E-08,-6.81E-07
-8.09E-08,9.61E-05,7.91E-09,-1.95E-08,1.87E-09,8.05E-08,-3.19E-06,-7.90E-06,-3.72E-05,-7.13E-07,-2.77E-06,-4.19E-07,-4.00E-06,-0.001043853,-1.24E-07,9.38E-06,-7.60E-07,1.80E-06,7.77E-05,-1.85E-05,6.93E-06,-6.94E-07,0.000363581,-0.000125784,2.84E-08,-3.38E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-06,2.61E-06,-4.37E-05,1.64E-06,6.57E-05,-5.72E-08,-2.76E-05,-1.62E-06,1.43E-07,0.007889186,0.000475846,-0.000891272,-5.61E-10,1.55E-07,4.86E-05
-2.08E-07,-5.75E-05,-1.68E-08,-6.47E-09,8.01E-09,1.50E-07,-2.78E-06,-6.27E-06,3.77E-05,3.23E-07,-1.10E-06,9.97E-07,-8.34E-06,-0.000303557,-2.36E-06,0.000225702,1.29E-07,-1.77E-06,-7.84E-05,-7.92E-06,3.38E-05,6.74E-07,-0.000125784,0.000645855,1.39E-08,1.97E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.58E-07,1.65E-07,-4.15E-06,-1.97E-06,-4.41E-06,-6.10E-09,2.36E-05,1.37E-06,3.19E-06,-0.039611722,-0.002085055,0.000695553,4.28E-10,-1.29E-07,-5.55E-05
9.56E-11,5.43E-08,-8.53E-12,9.87E-12,-7.94E-12,-8.44E-11,1.85E-10,3.03E-09,-9.53E-09,5.28E-10,1.86E-09,9.01E-10,3.75E-09,3.13E-07,8.08E-11,-3.04E-09,-1.51E-09,9.74E-12,4.78E-08,9.36E-09,4.71E-09,1.74E-09,2.84E-08,1.39E-08,2.52E-10,-7.38E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-6.24E-09,3.39E-09,6.75E-08,-8.94E-10,6.21E-08,9.90E-11,1.60E-08,1.13E-09,-8.61E-10,6.57E-06,3.53E-07,1.01E-06,3.83E-13,-1.86E-10,-1.17E-08
5.46E-11,3.62E-08,2.24E-12,5.57E-12,4.56E-12,-4.70E-11,8.44E-09,-4.27E-09,3.08E-09,-6.03E-11,-2.71E-09,-1.07E-09,7.59E-10,5.59E-07,-5.48E-10,-4.64E-09,7.71E-10,-2.27E-10,-4.64E-08,8.75E-09,-6.59E-10,-6.87E-10,-3.38E-09,1.97E-07,-7.38E-11,2.58E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-08,-7.85E-09,4.30E-09,2.09E-09,-2.38E-09,1.31E-11,-1.60E-08,-1.22E-09,2.35E-09,-9.33E-06,-5.48E-07,2.93E-07,2.47E-13,1.06E-10,-2.24E-08
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.000146537,-5.76E-05,-8.40E-06,-0.000131831,0.001918823,0.051090212,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.76E-05,0.000289068,7.47E-05,-8.16E-05,0.008978293,0.06285265,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.40E-06,7.47E-05,0.002446558,1.11E-05,0.025889851,-0.230425408,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.000131831,-8.16E-05,1.11E-05,0.000835724,0.028402832,0.088055036,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
