x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
3.46E-06,0.000185093,3.98E-08,-4.77E-09,1.93E-08,4.30E-07,8.07E-06,4.54E-05,-5.20E-05,-0.00062662,-3.20E-06,-2.82E-05,-8.42E-05,-7.68E-07,-2.82E-07,0.001978788,-6.99E-06,-0.006440513,-1.73E-05,6.96E-06,7.67E-06,-3.22E-06,0.000465077,8.19E-07,0.011081369,0.001147034,-0.000136094,-0.000100861,-4.74E-05,3.13E-05,-0.000165256,1.00E-07,-5.31E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.22E-05,-8.44E-05,-0.000236297,-3.41E-05,0.059068421,1.36E-05,0.000468457,2.32E-06,0.000214997,0.258995894,0.013461485,-0.001180416,5.35E-08,-1.95E-06,-0.000181699
-5.19E-09,-2.33E-07,-6.47E-11,-8.44E-12,-3.55E-11,6.97E-10,-6.50E-08,6.90E-10,-1.56E-07,4.18E-07,-3.62E-09,4.03E-08,-6.97E-08,1.39E-09,-1.73E-07,-1.29E-06,-1.53E-08,-6.17E-06,-6.97E-09,3.47E-08,8.37E-09,5.70E-09,4.83E-07,1.91E-07,-2.30E-06,2.06E-07,-9.06E-08,2.69E-07,7.22E-09,4.09E-08,4.18E-08,-1.93E-11,4.70E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.08E-07,2.30E-07,1.69E-07,-3.99E-08,1.36E-05,7.33E-08,1.56E-07,3.08E-09,8.14E-08,0.00040322,2.60E-05,-1.95E-05,-1.16E-11,2.97E-09,3.95E-07
1.36E-06,-9.45E-05,2.96E-08,1.63E-09,5.50E-08,-1.64E-07,-1.30E-06,-1.22E-05,6.39E-06,-2.57E-05,-9.31E-07,1.22E-06,-1.73E-05,5.13E-07,-1.90E-05,-0.000423051,6.89E-06,0.002080154,-7.43E-07,2.92E-06,-7.12E-07,5.31E-06,4.48E-05,-2.29E-06,0.000440735,-0.000316169,4.91E-05,3.16E-05,-1.46E-05,-2.58E-05,2.90E-05,1.20E-08,-3.02E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.26E-05,-2.04E-05,2.04E-05,7.03E-06,0.000468457,1.56E-07,0.001528574,7.78E-05,5.34E-05,0.001200003,-0.000386687,-0.000832399,9.20E-09,-3.33E-07,2.34E-06
6.66E-08,-5.29E-06,1.96E-09,1.78E-10,2.05E-09,-6.10E-09,-2.50E-07,-9.01E-07,3.93E-07,-1.50E-06,-5.64E-08,-2.34E-07,-6.47E-07,2.58E-08,3.55E-07,-2.32E-05,2.39E-07,8.26E-05,3.03E-08,-3.05E-08,4.66E-09,2.87E-07,3.37E-07,-2.40E-07,1.87E-05,-1.43E-05,2.18E-06,1.89E-06,-5.06E-07,-1.38E-06,1.23E-06,4.67E-10,-1.51E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.29E-06,-2.41E-06,1.81E-06,2.36E-07,2.32E-06,3.08E-09,7.78E-05,4.35E-06,1.42E-08,0.000647181,1.92E-05,-6.16E-05,3.13E-11,-1.25E-08,-1.04E-06
2.40E-08,-1.31E-05,-8.92E-11,7.24E-10,7.81E-09,-4.02E-09,4.51E-07,2.88E-06,1.10E-06,2.08E-06,-3.26E-08,2.59E-06,-3.25E-06,4.72E-09,-4.20E-06,-0.000100758,1.05E-06,0.000140472,-4.12E-07,1.94E-06,1.06E-07,-4.22E-07,-2.97E-06,1.61E-07,6.09E-05,-1.38E-05,3.98E-06,7.03E-06,-3.20E-06,-2.13E-06,6.53E-06,1.76E-09,-1.57E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.21E-07,-6.42E-06,8.92E-06,1.81E-08,0.000214997,8.14E-08,5.34E-05,1.42E-08,4.92E-05,-0.00722702,-0.000410391,0.000161429,1.33E-09,-5.15E-08,1.26E-05
0.000389751,-0.108664465,3.10E-05,1.85E-05,-2.00E-05,-0.000129032,-0.004035592,0.003145939,-0.011516432,-0.166780775,-0.000789676,-0.000984246,0.006150018,-2.88E-05,0.048025238,0.028883129,-0.00089567,-0.02651746,-0.003884441,-0.008507885,0.002047593,-0.001059859,0.085924991,0.009463681,0.72090705,-0.065111574,-0.015446387,-0.066075402,0.006362439,0.010998975,0.034554851,2.23E-06,2.33E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.008633338,-0.002228962,0.007010615,0.003385391,0.258995894,0.00040322,0.001200003,0.000647181,-0.00722702,2890.083714,165.6829106,-1.626608684,-1.12E-06,0.00061925,0.111024055
2.49E-05,-0.005609809,1.77E-06,1.05E-06,-1.14E-06,-7.13E-06,-0.000241884,-4.82E-06,-0.000583711,-0.009678735,-4.43E-05,-3.49E-05,0.000338222,-1.04E-06,0.002693248,0.000994021,-0.000246086,-0.016916724,-0.000230129,-0.000492018,0.00012519,-5.31E-05,0.00515055,0.000767018,0.039757127,-0.005933288,-0.001175823,-0.002485659,0.000288535,0.0006102,0.002064113,1.31E-07,1.27E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.000352259,-0.000297211,0.000203335,0.000195815,0.013461485,2.60E-05,-0.000386687,1.92E-05,-0.000410391,165.6829106,9.506793321,-0.092716067,-7.02E-08,3.56E-05,0.006152119
-8.93E-05,0.01493033,3.08E-07,1.16E-06,5.31E-07,6.77E-06,-1.43E-05,0.000107015,0.000351663,0.003341373,-2.71E-06,-9.12E-05,-0.000146101,-5.16E-06,-0.00237098,0.0050665,0.000452159,0.028898026,4.56E-05,0.000687194,-0.000137294,-0.000281309,-0.000197301,-0.001149429,0.053344057,-0.00105892,0.000491635,-0.000364036,-0.000211619,0.000362057,0.000583233,3.33E-07,-3.69E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.000128147,0.000614193,0.005697027,-0.000149828,-0.001180416,-1.95E-05,-0.000832399,-6.16E-05,0.000161429,-1.626608684,-0.092716067,10.22939634,5.49E-06,-2.77E-05,-0.003252114
-3.14E-11,8.80E-09,-4.49E-13,3.40E-13,2.35E-12,-3.20E-12,2.51E-10,2.35E-10,-4.76E-11,1.52E-09,5.13E-12,3.27E-10,-6.20E-10,2.05E-12,-3.10E-09,1.36E-08,3.88E-10,6.98E-08,-7.23E-11,5.02E-10,-1.91E-10,-9.72E-11,2.92E-09,-5.39E-10,3.64E-08,-7.82E-09,1.38E-09,5.49E-10,-8.74E-10,-1.39E-11,8.75E-10,5.32E-13,-7.92E-13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-7.59E-10,-5.09E-10,3.24E-09,-3.55E-10,5.35E-08,-1.16E-11,9.20E-09,3.13E-11,1.33E-09,-1.12E-06,-7.02E-08,5.49E-06,3.78E-12,-2.72E-11,-1.87E-09
-7.14E-09,1.32E-06,-5.32E-10,1.87E-10,-4.82E-11,-1.49E-09,8.19E-08,-2.23E-07,-4.86E-07,4.37E-07,3.23E-09,-9.14E-08,2.64E-07,6.93E-10,8.12E-07,-1.34E-05,2.77E-08,7.14E-06,-1.41E-09,2.04E-07,4.18E-08,-6.50E-09,1.74E-06,2.50E-07,-8.87E-06,-3.94E-06,-2.11E-07,-8.83E-07,1.50E-08,-3.54E-08,5.54E-08,-1.66E-10,8.68E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.57E-08,1.63E-07,-9.72E-07,4.66E-08,-1.95E-06,2.97E-09,-3.33E-07,-1.25E-08,-5.15E-08,0.00061925,3.56E-05,-2.77E-05,-2.72E-11,7.30E-07,-1.51E-07
-3.91E-06,-0.000238847,-3.00E-09,2.27E-09,-5.48E-08,-2.09E-07,1.34E-05,2.50E-06,1.41E-05,0.000154455,8.12E-08,6.75E-06,-1.37E-05,-4.23E-07,0.000137865,-2.87E-05,-1.71E-06,0.000773692,-7.40E-06,1.71E-06,4.83E-06,2.40E-06,0.000231192,4.11E-05,-0.002773199,6.78E-05,2.01E-05,-4.96E-05,9.21E-06,1.94E-05,1.40E-05,-2.93E-08,2.20E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.34E-05,4.86E-05,0.000578367,3.76E-06,-0.000181699,3.95E-07,2.34E-06,-1.04E-06,1.26E-05,0.111024055,0.006152119,-0.003252114,-1.87E-09,-1.51E-07,0.010515314
